,champions,wins
2150,'Gnar**Kaisa',122
2151,'Diana**LeeSin',121
2152,'Samira**Viktor',121
2153,'Braum**Vayne',121
2154,'Brand**Vi',121
2155,'Nunu**Samira',121
2156,'Fizz**Lucian',121
2157,'Nidalee**Samira',121
2158,'Lux**Nami',121
2159,'Morgana**Vex',121
2160,'Sett**Xayah',121
2161,'Sivir**Zed',121
2162,'Shen**Zed',121
2163,'Riven**Yuumi',121
2164,'Ezreal**Neeko',121
2165,'Irelia**Mordekaiser',121
2166,'Katarina**Twitch',121
2167,'Garen**Viktor',121
2168,'Kaisa**Sion',121
2169,'Camille**Senna',121
2170,'Maokai**Yasuo',121
2171,'Caitlyn**Kindred',121
2172,'Garen**Nocturne',121
2173,'Senna**Shen',121
2174,'Diana**Jax',121
2175,'LeeSin**Zoe',121
2176,'Fiora**Tristana',120
2177,'Riven**Zed',120
2178,'Morgana**Sivir',120
2179,'Kaisa**Rengar',120
2180,'Ekko**Urgot',120
2181,'Jayce**Kayn',120
2182,'MissFortune**Neeko',120
2183,'Akali**Kindred',120
2184,'Akali**Zed',120
2185,'Nocturne**Pyke',120
2186,'Samira**Swain',120
2187,'Kassadin**Lux',120
2188,'Akali**Soraka',120
2189,'Hecarim**Zed',120
2190,'Elise**MissFortune',120
2191,'Lulu**Nunu',120
2192,'Poppy**Sylas',120
2193,'Kindred**Yone',120
2194,'Renekton**Samira',120
2195,'Aphelios**Zed',120
2196,'Rengar**Vayne',120
2197,'Soraka**Sylas',120
2198,'Sylas**Trundle',120
2199,'Akshan**Ekko',120
2200,'Qiyana**Yuumi',120
2201,'Amumu**Ekko',120
2202,'Sivir**Viego',120
2203,'Katarina**Mordekaiser',120
2204,'Shaco**Tryndamere',120
2205,'Jinx**Zilean',120
2206,'Ekko**Kayn',119
2207,'Caitlyn**Orianna',119
2208,'Amumu**Malphite',119
2209,'Thresh**Twitch',119
2210,'Riven**Viego',119
2211,'Diana**Zed',119
2212,'Blitzcrank**TwistedFate',119
2213,'Chogath**Morgana',119
2214,'Janna**Jinx',119
2215,'Ahri**Warwick',119
2216,'Thresh**Urgot',119
2217,'Senna**Xerath',119
2218,'Seraphine**Sylas',119
2219,'Jinx**Maokai',119
2220,'Kayn**Sivir',119
2221,'Draven**Yuumi',119
2222,'Caitlyn**Zilean',119
2223,'MissFortune**Yorick',119
2224,'Viktor**XinZhao',119
2225,'Aphelios**Blitzcrank',119
2226,'Amumu**Darius',119
2227,'Brand**Nocturne',119
2228,'Fizz**Morgana',119
2229,'Brand**XinZhao',119
2230,'Mordekaiser**Talon',119
2231,'Leona**Trundle',118
2232,'Akali**Teemo',118
2233,'Maokai**Samira',118
2234,'Darius**Nocturne',118
2235,'Tryndamere**Viego',118
2236,'Samira**Tryndamere',118
2237,'Akali**Pantheon',118
2238,'Caitlyn**Zoe',118
2239,'Aatrox**Leona',118
2240,'Galio**Lucian',118
2241,'Irelia**Volibear',118
2242,'JarvanIV**Sylas',118
2243,'Caitlyn**Rammus',118
2244,'Darius**XinZhao',118
2245,'Gwen**Lucian',118
2246,'Caitlyn**MonkeyKing',118
2247,'Jax**Twitch',118
2248,'Lulu**Riven',118
2249,'Akshan**Viego',118
2250,'Diana**Viego',118
2251,'Tryndamere**Warwick',118
2252,'DrMundo**Senna',118
2253,'Urgot**Vayne',118
2254,'JarvanIV**Leblanc',118
2255,'Draven**Morgana',118
2256,'Evelynn**Jinx',118
2257,'Chogath**Lucian',118
2258,'Brand**Tryndamere',118
2259,'Leblanc**Xerath',118
2260,'Elise**Zed',118
2261,'Ekko**Mordekaiser',118
2262,'Samira**Vi',118
2263,'Camille**Nautilus',118
2264,'Hecarim**Xerath',118
2265,'Sett**Vladimir',117
2266,'Nunu**Senna',117
2267,'Pantheon**Teemo',117
2268,'Orianna**Vayne',117
2269,'Kayle**Lucian',117
2270,'LeeSin**Varus',117
2271,'Irelia**Vex',117
2272,'Alistar**Garen',117
2273,'Camille**Viktor',117
2274,'Darius**Twitch',117
2275,'Kayle**LeeSin',117
2276,'Alistar**MasterYi',117
2277,'Katarina**Vi',117
2278,'Garen**Velkoz',117
2279,'Graves**Viego',117
2280,'Kayn**Urgot',117
2281,'FiddleSticks**Sett',117
2282,'Kayle**Viego',117
2283,'Jax**Veigar',117
2284,'Vi**Yuumi',117
2285,'Ashe**Evelynn',117
2286,'Khazix**Nasus',117
2287,'Hecarim**Lulu',117
2288,'Kaisa**Nami',117
2289,'Jax**Viktor',117
2290,'Amumu**Vex',117
2291,'Sett**Sivir',117
2292,'Blitzcrank**Fiora',117
2293,'Galio**MasterYi',116
2294,'Soraka**Warwick',116
2295,'Graves**Kennen',116
2296,'Garen**Ziggs',116
2297,'Lucian**Trundle',116
2298,'Blitzcrank**Lillia',116
2299,'Camille**Talon',116
2300,'Kaisa**Rell',116
2301,'Riven**Thresh',116
2302,'Shen**Thresh',116
2303,'Blitzcrank**Tryndamere',116
2304,'Galio**Garen',116
2305,'Karma**Sylas',116
2306,'Malphite**Sett',116
2307,'Draven**Sylas',116
2308,'Ezreal**Lissandra',116
2309,'Graves**Pantheon',116
2310,'Diana**Nami',116
2311,'Kled**Lux',116
2312,'MasterYi**Velkoz',116
2313,'Ekko**TahmKench',116
2314,'Evelynn**Tristana',116
2315,'Thresh**Ziggs',116
2316,'Garen**Soraka',116
2317,'Yasuo**Zilean',116
2318,'MasterYi**Zyra',116
2319,'Draven**Zed',116
2320,'Illaoi**Yasuo',116
2321,'Morgana**Xayah',116
2322,'Aphelios**Irelia',116
2323,'Kennen**Yone',116
2324,'Kassadin**Yuumi',115
2325,'Elise**Vayne',115
2326,'Varus**Yone',115
2327,'Leona**Nunu',115
2328,'Brand**Mordekaiser',115
2329,'Aatrox**Blitzcrank',115
2330,'Fizz**Sett',115
2331,'Gnar**Jinx',115
2332,'TwistedFate**Viego',115
2333,'Kaisa**Malzahar',115
2334,'Vayne**Ziggs',115
2335,'Ezreal**Yorick',115
2336,'Malphite**Talon',115
2337,'Hecarim**Katarina',115
2338,'Lucian**Seraphine',115
2339,'Ashe**Zac',115
2340,'JarvanIV**Yuumi',115
2341,'Leona**Riven',115
2342,'Malzahar**Morgana',115
2343,'Leblanc**Nocturne',115
2344,'Akali**Xayah',115
2345,'Tristana**Zyra',115
2346,'Xayah**Zed',115
2347,'Lucian**Vladimir',115
2348,'Lux**Ryze',115
2349,'Hecarim**Nami',115
2350,'Kaisa**Ornn',115
2351,'Akshan**Graves',115
2352,'Leona**Tryndamere',115
2353,'Blitzcrank**Vex',115
2354,'Amumu**Mordekaiser',115
2355,'Nasus**Nocturne',115
2356,'Nami**Viktor',115
2357,'Rammus**Yasuo',115
2358,'JarvanIV**Leona',115
2359,'Khazix**Viktor',115
2360,'Ezreal**Shyvana',115
2361,'Yone**Zilean',115
2362,'Katarina**Nocturne',115
2363,'Ekko**MasterYi',115
2364,'Teemo**Xayah',115
2365,'Gwen**Vayne',115
2366,'Kayle**Yone',115
2367,'Garen**Nunu',114
2368,'Pyke**Vex',114
2369,'Kindred**Lucian',114
2370,'Graves**Ryze',114
2371,'Ashe**Urgot',114
2372,'Ornn**Yone',114
2373,'FiddleSticks**Irelia',114
2374,'Darius**Seraphine',114
2375,'Morgana**Pantheon',114
2376,'Lulu**Tryndamere',114
2377,'Veigar**Yone',114
2378,'Lucian**Urgot',114
2379,'Kaisa**Kayle',114
2380,'MonkeyKing**Thresh',114
2381,'Ekko**Seraphine',114
2382,'Mordekaiser**Vi',114
2383,'Morgana**Riven',114
2384,'Irelia**Rakan',114
2385,'Karthus**Yone',114
2386,'Nami**Volibear',114
2387,'Ashe**Poppy',114
2388,'Kayn**Renekton',114
2389,'Nasus**Sylas',114
2390,'Trundle**Zed',114
2391,'Malphite**Seraphine',114
2392,'Khazix**Soraka',114
2393,'Heimerdinger**Jhin',113
2394,'Sett**Teemo',113
2395,'Kayle**Zed',113
2396,'Chogath**Kayn',113
2397,'Maokai**Yone',113
2398,'Akali**Amumu',113
2399,'Alistar**Zed',113
2400,'Ezreal**Karthus',113
2401,'Shaco**Veigar',113
2402,'Kindred**Lulu',113
2403,'Morgana**Zac',113
2404,'DrMundo**Pyke',113
2405,'TahmKench**Zed',113
2406,'Riven**Xerath',113
2407,'Samira**Shen',113
2408,'Sylas**Zac',113
2409,'Jayce**Shaco',113
2410,'Renekton**Senna',113
2411,'Graves**Maokai',113
2412,'Nami**Talon',113
2413,'Kayn**Velkoz',113
2414,'Kindred**Xerath',113
2415,'Ashe**Kindred',113
2416,'Mordekaiser**Sylas',113
2417,'Fiora**Nautilus',113
2418,'Kayle**Leona',113
2419,'Akali**DrMundo',113
2420,'Jhin**Rakan',113
2421,'LeeSin**Malzahar',113
2422,'Jayce**Viktor',113
2423,'Viktor**Warwick',113
2424,'Khazix**Veigar',113
2425,'Lillia**Sett',113
2426,'Akali**Ekko',113
2427,'Seraphine**Warwick',113
2428,'Ashe**Riven',113
2429,'Elise**Yasuo',113
2430,'Gwen**Thresh',113
2431,'Graves**Shaco',113
2432,'Jhin**Karthus',113
2433,'Garen**Pantheon',113
2434,'Sett**Trundle',113
2435,'Annie**Lux',112
2436,'Anivia**Kaisa',112
2437,'Kennen**Vayne',112
2438,'Akali**Hecarim',112
2439,'Ashe**Galio',112
2440,'Hecarim**Sett',112
2441,'Lucian**Qiyana',112
2442,'Kindred**Leona',112
2443,'Nocturne**Viktor',112
2444,'Annie**Ashe',112
2445,'Galio**Sett',112
2446,'Aatrox**MasterYi',112
2447,'Ekko**Karma',112
2448,'Karma**MasterYi',112
2449,'Riven**Samira',112
2450,'Viego**Volibear',112
2451,'Chogath**Thresh',112
2452,'Lucian**Sion',112
2453,'Pantheon**Shaco',112
2454,'FiddleSticks**Leona',112
2455,'Brand**DrMundo',111
2456,'Evelynn**Yuumi',111
2457,'XinZhao**Zed',111
2458,'Morgana**Xerath',111
2459,'Hecarim**Viktor',111
2460,'Kassadin**MasterYi',111
2461,'Amumu**Senna',111
2462,'Ornn**Viego',111
2463,'Vi**Zed',111
2464,'Jax**Warwick',111
2465,'Sylas**Twitch',111
2466,'Jax**Shaco',111
2467,'Lucian**MonkeyKing',111
2468,'Ahri**Samira',111
2469,'Garen**Xayah',111
2470,'Tryndamere**Zed',111
2471,'Pantheon**Senna',111
2472,'Aphelios**Teemo',111
2473,'Jayce**Leblanc',111
2474,'Nami**Vi',111
2475,'Urgot**Yone',111
2476,'DrMundo**Graves',111
2477,'Draven**Nautilus',111
2478,'Galio**Samira',111
2479,'Kaisa**Zyra',111
2480,'Tryndamere**Yone',111
2481,'Diana**Tryndamere',111
2482,'Lulu**Trundle',111
2483,'DrMundo**Nautilus',111
2484,'Malphite**Nunu',111
2485,'JarvanIV**Teemo',110
2486,'Chogath**Zed',110
2487,'Nami**Shaco',110
2488,'Ekko**Sivir',110
2489,'Aphelios**MasterYi',110
2490,'JarvanIV**Sett',110
2491,'Rammus**Yone',110
2492,'Jinx**Udyr',110
2493,'Darius**Xayah',110
2494,'MasterYi**Riven',110
2495,'Jinx**Yorick',110
2496,'Lucian**TahmKench',110
2497,'Nami**Nasus',110
2498,'Camille**Khazix',110
2499,'Morgana**Senna',110
2500,'Evelynn**Thresh',110
2501,'Leona**Vladimir',110
2502,'Kennen**Lux',110
2503,'Lux**Seraphine',110
2504,'Sett**Velkoz',110
2505,'Pyke**Veigar',110
2506,'Vayne**Zoe',110
2507,'Hecarim**Pyke',110
2508,'Teemo**Trundle',110
2509,'Ekko**Shaco',110
2510,'Gangplank**MissFortune',110
2511,'Malzahar**Tristana',110
2512,'Draven**Teemo',110
2513,'Diana**Mordekaiser',110
2514,'Syndra**Vayne',110
2515,'Kassadin**Lulu',110
2516,'Kayn**Sona',110
2517,'Darius**Hecarim',110
2518,'Udyr**Yasuo',110
2519,'Galio**Kayn',110
2520,'Brand**Volibear',110
2521,'Sylas**Xayah',110
2522,'LeeSin**Orianna',110
2523,'Blitzcrank**Ryze',109
2524,'Ashe**Vladimir',109
2525,'Leona**Malzahar',109
2526,'Pantheon**Thresh',109
2527,'DrMundo**Twitch',109
2528,'Lux**Swain',109
2529,'Nautilus**Tryndamere',109
2530,'Fizz**Leona',109
2531,'Lucian**Ornn',109
2532,'Shen**Sylas',109
2533,'Alistar**Irelia',109
2534,'Morgana**Ziggs',109
2535,'TahmKench**Thresh',109
2536,'Kassadin**Kayn',109
2537,'Jhin**Singed',109
2538,'Kaisa**Kennen',109
2539,'Garen**Sivir',109
2540,'Volibear**Yuumi',109
2541,'Lillia**Nautilus',109
2542,'Renekton**Xerath',109
2543,'Chogath**Viego',109
2544,'Amumu**Morgana',109
2545,'Gangplank**Vayne',109
2546,'Annie**Jinx',109
2547,'Amumu**Nasus',109
2548,'Lux**Nidalee',109
2549,'Pyke**Trundle',109
2550,'Lillia**Tristana',109
2551,'Tristana**Trundle',109
2552,'Leona**Veigar',109
2553,'Jinx**Ryze',109
2554,'Lulu**Vladimir',109
2555,'Leona**Ziggs',109
2556,'Vladimir**Yasuo',109
2557,'Nunu**Teemo',109
2558,'Seraphine**Teemo',109
2559,'Nasus**Twitch',108
2560,'Mordekaiser**Nami',108
2561,'MasterYi**Renekton',108
2562,'DrMundo**Sylas',108
2563,'Jhin**Lucian',108
2564,'MasterYi**Vladimir',108
2565,'Pyke**Tryndamere',108
2566,'Velkoz**Viego',108
2567,'Akali**Alistar',108
2568,'Ashe**TwistedFate',108
2569,'Nautilus**Vladimir',108
2570,'Rammus**Vayne',108
2571,'Brand**Malphite',108
2572,'Rakan**Sylas',108
2573,'Elise**Irelia',108
2574,'Hecarim**Malphite',108
2575,'Blitzcrank**DrMundo',108
2576,'Sivir**Xerath',108
2577,'Diana**Kayn',108
2578,'Malzahar**Sett',108
2579,'Fiora**Shaco',108
2580,'Kayle**MasterYi',108
2581,'Blitzcrank**Kindred',108
2582,'Camille**Diana',108
2583,'Fiora**Pyke',108
2584,'KogMaw**Yone',108
2585,'Fizz**Viego',108
2586,'Malphite**Twitch',108
2587,'Gwen**Morgana',108
2588,'Heimerdinger**Lux',108
2589,'Akali**Aphelios',108
2590,'Aatrox**Yuumi',108
2591,'Cassiopeia**LeeSin',108
2592,'Blitzcrank**Riven',108
2593,'Morgana**Qiyana',108
2594,'Ekko**Swain',108
2595,'Udyr**Vayne',108
2596,'Varus**Yasuo',108
2597,'Soraka**Teemo',108
2598,'Garen**Vex',108
2599,'Kaisa**Lucian',107
2600,'Poppy**Samira',107
2601,'Fizz**Garen',107
2602,'MissFortune**Zoe',107
2603,'Irelia**Viktor',107
2604,'MissFortune**Rengar',107
2605,'Nautilus**Vi',107
2606,'Graves**Warwick',107
2607,'Leona**Xerath',107
2608,'Blitzcrank**Nunu',107
2609,'Veigar**Volibear',107
2610,'DrMundo**LeeSin',107
2611,'Aatrox**Zed',107
2612,'Jinx**Orianna',107
2613,'Aphelios**Yuumi',107
2614,'Ashe**Vayne',107
2615,'Akali**Twitch',107
2616,'Bard**Yasuo',107
2617,'Hecarim**Leblanc',107
2618,'Swain**Warwick',107
2619,'Jinx**Neeko',107
2620,'Kaisa**Rakan',107
2621,'Jax**Talon',107
2622,'Janna**LeeSin',107
2623,'Tristana**Vladimir',107
2624,'Akali**Mordekaiser',107
2625,'Anivia**Viego',107
2626,'Caitlyn**Illaoi',107
2627,'Ahri**Teemo',107
2628,'Sivir**Warwick',107
2629,'Sett**Volibear',107
2630,'Elise**Jinx',106
2631,'Camille**Vex',106
2632,'Blitzcrank**Poppy',106
2633,'Malphite**Pantheon',106
2634,'JarvanIV**Katarina',106
2635,'Draven**Nami',106
2636,'Blitzcrank**Kayle',106
2637,'Ashe**Syndra',106
2638,'Aphelios**Warwick',106
2639,'Ekko**Zyra',106
2640,'Shyvana**Vayne',106
2641,'Leona**TwistedFate',106
2642,'Viktor**Xerath',106
2643,'Graves**Kayle',106
2644,'Draven**MasterYi',106
2645,'Morgana**Poppy',106
2646,'Darius**Ziggs',106
2647,'Ekko**Volibear',106
2648,'Irelia**Kindred',106
2649,'Lulu**Vex',106
2650,'Nautilus**Viktor',106
2651,'Gwen**Zed',106
2652,'Rengar**Yasuo',106
2653,'DrMundo**Ekko',106
2654,'Caitlyn**Syndra',106
2655,'Ashe**FiddleSticks',106
2656,'Malzahar**MasterYi',106
2657,'FiddleSticks**Jinx',106
2658,'Jax**Zyra',106
2659,'Graves**Sivir',106
2660,'Jayce**Senna',106
2661,'Amumu**Xerath',106
2662,'Kassadin**Lucian',106
2663,'Anivia**Lucian',105
2664,'Riven**Tristana',105
2665,'Mordekaiser**Twitch',105
2666,'Senna**Trundle',105
2667,'Bard**MissFortune',105
2668,'Akali**Camille',105
2669,'Brand**Talon',105
2670,'Sivir**Thresh',105
2671,'Diana**Soraka',105
2672,'Xerath**Zac',105
2673,'LeeSin**Urgot',105
2674,'LeeSin**Volibear',105
2675,'Anivia**Ashe',105
2676,'Talon**Viktor',105
2677,'Camille**Shaco',105
2678,'Akshan**Kayn',105
2679,'Jinx**Vayne',105
2680,'Karma**Tristana',105
2681,'Soraka**Tristana',105
2682,'Lulu**Shen',105
2683,'Darius**Viktor',105
2684,'Evelynn**Garen',105
2685,'Irelia**Jax',105
2686,'Lillia**Morgana',105
2687,'Draven**Garen',105
2688,'Gwen**MissFortune',105
2689,'MasterYi**TwistedFate',105
2690,'Aphelios**Leblanc',105
2691,'Amumu**Leona',105
2692,'Elise**Lucian',105
2693,'Urgot**Zed',104
2694,'Senna**Sivir',104
2695,'Twitch**Xerath',104
2696,'Morgana**Yorick',104
2697,'Aphelios**Katarina',104
2698,'MissFortune**Orianna',104
2699,'Shen**Yuumi',104
2700,'Anivia**Kayn',104
2701,'Caitlyn**Kennen',104
2702,'Blitzcrank**Fizz',104
2703,'Elise**Kaisa',104
2704,'Amumu**LeeSin',104
2705,'Rell**Yasuo',104
2706,'MasterYi**Urgot',104
2707,'Aphelios**Xerath',104
2708,'Velkoz**Yone',104
2709,'Akshan**MasterYi',104
2710,'Renekton**Zed',104
2711,'Samira**Vex',104
2712,'Lucian**Sona',104
2713,'Khazix**Leblanc',104
2714,'Lulu**Qiyana',104
2715,'Riven**Yone',104
2716,'Riven**Senna',104
2717,'Twitch**Vi',104
2718,'Thresh**Veigar',104
2719,'Karthus**Yasuo',104
2720,'Irelia**JarvanIV',104
2721,'Evelynn**Pyke',104
2722,'Ahri**Nocturne',104
2723,'Leona**Shen',104
2724,'Nunu**Yuumi',104
2725,'Ashe**Ryze',104
2726,'Ashe**Renekton',104
2727,'JarvanIV**Samira',104
2728,'Diana**Fiora',103
2729,'Nidalee**Tristana',103
2730,'Ashe**Nidalee',103
2731,'Ryze**Sett',103
2732,'MasterYi**Sion',103
2733,'Pyke**TahmKench',103
2734,'Aphelios**Darius',103
2735,'MissFortune**Rammus',103
2736,'Kaisa**Orianna',103
2737,'Graves**Syndra',103
2738,'Darius**Nunu',103
2739,'Irelia**Poppy',103
2740,'Nocturne**Shen',103
2741,'Camille**TwistedFate',103
2742,'Alistar**Lucian',103
2743,'Senna**Seraphine',103
2744,'Gwen**Kaisa',103
2745,'Nautilus**Veigar',103
2746,'Lucian**Rengar',103
2747,'Samira**Senna',103
2748,'KogMaw**Yasuo',103
2749,'Khazix**Vex',103
2750,'Ashe**Qiyana',103
2751,'Leblanc**Nasus',103
2752,'Fizz**Senna',103
2753,'Tryndamere**Vi',103
2754,'Darius**Zac',103
2755,'Gnar**MissFortune',103
2756,'Leblanc**Yasuo',103
2757,'Blitzcrank**Renekton',103
2758,'Varus**Xerath',103
2759,'Ekko**Ornn',103
2760,'Pyke**Ziggs',103
2761,'Kayn**Varus',103
2762,'Jayce**Warwick',103
2763,'Brand**Katarina',103
2764,'Rengar**Thresh',103
2765,'Khazix**Zyra',103
2766,'Darius**Vi',102
2767,'Akali**Tryndamere',102
2768,'Gnar**Yasuo',102
2769,'Varus**Viego',102
2770,'Fizz**Samira',102
2771,'Nami**Tryndamere',102
2772,'Camille**Ziggs',102
2773,'Akshan**Ashe',102
2774,'Nocturne**TahmKench',102
2775,'Caitlyn**Cassiopeia',102
2776,'Swain**XinZhao',102
2777,'Khazix**Vladimir',102
2778,'Alistar**Ashe',102
2779,'Akshan**Leona',102
2780,'Lillia**Pyke',102
2781,'Nunu**Pyke',102
2782,'Gwen**Viego',102
2783,'Akshan**Sett',102
2784,'Xayah**Xerath',102
2785,'Kaisa**Vayne',102
2786,'Blitzcrank**Gwen',102
2787,'Blitzcrank**Xayah',102
2788,'Kayn**Zilean',102
2789,'Shaco**Ziggs',102
2790,'Ekko**Sion',102
2791,'Aphelios**Shaco',102
2792,'Illaoi**MasterYi',102
2793,'Zac**Zed',102
2794,'Maokai**Sylas',102
2795,'Nocturne**Zyra',102
2796,'Kayn**Sion',102
2797,'Leblanc**Malphite',102
2798,'Evelynn**Leona',102
2799,'Leblanc**Nautilus',101
2800,'Leona**Urgot',101
2801,'Ezreal**Sejuani',101
2802,'Graves**Gwen',101
2803,'Blitzcrank**Nidalee',101
2804,'Ekko**Qiyana',101
2805,'Samira**TwistedFate',101
2806,'Akshan**Jinx',101
2807,'Gwen**Leona',101
2808,'Braum**Jinx',101
2809,'TwistedFate**Yuumi',101
2810,'Mordekaiser**Zyra',101
2811,'Aatrox**Diana',101
2812,'Amumu**Pyke',101
2813,'Gwen**Yuumi',101
2814,'Jayce**Nidalee',101
2815,'Diana**Twitch',101
2816,'Akshan**Morgana',101
2817,'Braum**Yasuo',101
2818,'Aatrox**Yone',101
2819,'Swain**Teemo',101
2820,'Poppy**Xerath',101
2821,'Aatrox**Nautilus',101
2822,'Kennen**Lucian',101
2823,'Singed**Yasuo',101
2824,'Lux**Sejuani',101
2825,'Gnar**Morgana',101
2826,'Akali**Nasus',101
2827,'Akshan**Lucian',101
2828,'Akali**Brand',101
2829,'Akshan**Blitzcrank',101
2830,'Anivia**Graves',101
2831,'Trundle**Viktor',101
2832,'Katarina**Nasus',101
2833,'Urgot**Xerath',101
2834,'Aphelios**XinZhao',100
2835,'Blitzcrank**Twitch',100
2836,'Chogath**Graves',100
2837,'Mordekaiser**Pantheon',100
2838,'Rakan**Sett',100
2839,'Hecarim**Leona',100
2840,'Nautilus**Shen',100
2841,'Draven**Lulu',100
2842,'Kassadin**Sett',100
2843,'Akali**Rakan',100
2844,'Nasus**Zyra',100
2845,'MasterYi**Ryze',100
2846,'Ahri**Shaco',100
2847,'Jax**Seraphine',100
2848,'Ashe**Ornn',100
2849,'Warwick**Ziggs',100
2850,'Jayce**Tristana',100
2851,'Blitzcrank**Vladimir',100
2852,'Kaisa**Velkoz',100
2853,'Kayn**Malzahar',100
2854,'JarvanIV**Senna',100
2855,'Kayn**Volibear',100
2856,'Brand**Samira',100
2857,'Sona**Zed',100
2858,'Diana**Volibear',100
2859,'Renekton**Yone',100
2860,'Mordekaiser**Soraka',100
2861,'Renekton**Sylas',100
2862,'Brand**Ekko',100
2863,'Maokai**Zed',100
2864,'Fizz**Tristana',100
2865,'Shaco**Talon',100
2866,'Ashe**Velkoz',100
2867,'Graves**MasterYi',100
2868,'Bard**Vayne',100
2869,'Kayle**Lulu',100
2870,'Kayle**Nautilus',100
2871,'Garen**Volibear',100
2872,'Lulu**Xayah',99
2873,'Pyke**Vladimir',99
2874,'Ahri**Irelia',99
2875,'MasterYi**Talon',99
2876,'Yuumi**Zac',99
2877,'Shaco**Sivir',99
2878,'Amumu**Tryndamere',99
2879,'Blitzcrank**JarvanIV',99
2880,'Thresh**Varus',99
2881,'Soraka**Volibear',99
2882,'Garen**Karma',99
2883,'Lulu**Ryze',99
2884,'Draven**Khazix',99
2885,'Viktor**Yasuo',99
2886,'Akshan**Pyke',99
2887,'Irelia**Veigar',99
2888,'Garen**Sona',99
2889,'TahmKench**Vi',99
2890,'Poppy**Sett',99
2891,'Vex**Xerath',99
2892,'Vex**Yone',99
2893,'Amumu**Thresh',99
2894,'Camille**Vi',99
2895,'LeeSin**Zilean',99
2896,'Diana**Warwick',99
2897,'Kayle**Yuumi',99
2898,'Mordekaiser**Xayah',99
2899,'Camille**XinZhao',99
2900,'Kennen**Thresh',99
2901,'Blitzcrank**Shen',99
2902,'Brand**Fiora',99
2903,'Blitzcrank**Urgot',99
2904,'MissFortune**Rumble',99
2905,'Gragas**Zed',99
2906,'Ryze**Viego',99
2907,'Gragas**Kaisa',99
2908,'Teemo**Volibear',99
2909,'Shaco**Shen',99
2910,'Thresh**Xerath',99
2911,'Katarina**Kindred',98
2912,'Graves**Volibear',98
2913,'Brand**Diana',98
2914,'Akshan**Amumu',98
2915,'Syndra**Thresh',98
2916,'Graves**Zilean',98
2917,'Galio**Irelia',98
2918,'Lulu**Renekton',98
2919,'Pyke**Shen',98
2920,'Kennen**Zed',98
2921,'Darius**Pantheon',98
2922,'Lucian**Zyra',98
2923,'Kayn**MonkeyKing',98
2924,'Sett**Varus',98
2925,'Sion**Yone',98
2926,'Caitlyn**Udyr',98
2927,'Brand**Trundle',98
2928,'Kayn**Syndra',98
2929,'Kaisa**Rammus',98
2930,'Morgana**Varus',98
2931,'Teemo**Viktor',98
2932,'Nocturne**Veigar',98
2933,'Kayn**Talon',98
2934,'Amumu**Camille',98
2935,'Kindred**Thresh',98
2936,'Caitlyn**Elise',98
2937,'Camille**Galio',98
2938,'Gragas**Thresh',98
2939,'Swain**Talon',98
2940,'Soraka**Vi',98
2941,'Kindred**Pyke',98
2942,'XinZhao**Zyra',98
2943,'Graves**Malzahar',98
2944,'Irelia**Nasus',98
2945,'Nami**Nocturne',98
2946,'DrMundo**Samira',98
2947,'Darius**Evelynn',98
2948,'Leblanc**Volibear',98
2949,'Gangplank**Kaisa',98
2950,'Khazix**Seraphine',98
2951,'Akali**Trundle',98
2952,'Blitzcrank**Zac',98
2953,'Lulu**Zac',98
2954,'Ekko**Katarina',98
2955,'Akali**Swain',98
2956,'Aatrox**Lulu',98
2957,'Shyvana**Zed',98
2958,'Sion**Tristana',98
2959,'Jayce**XinZhao',98
2960,'Gangplank**Thresh',98
2961,'Pantheon**Xerath',98
2962,'Shaco**Soraka',98
2963,'Kindred**Yuumi',98
2964,'Maokai**Viego',98
2965,'Pantheon**Yuumi',98
2966,'Senna**Twitch',98
2967,'Akshan**Yuumi',98
2968,'Nasus**Talon',98
2969,'Gragas**Yone',98
2970,'Ezreal**RekSai',98
2971,'Twitch**Volibear',97
2972,'Graves**Renekton',97
2973,'KogMaw**Viego',97
2974,'Poppy**Senna',97
2975,'Lux**Syndra',97
2976,'Blitzcrank**Hecarim',97
2977,'Veigar**Zed',97
2978,'Ezreal**Singed',97
2979,'Ahri**Jax',97
2980,'Samira**Vladimir',97
2981,'Leona**TahmKench',97
2982,'Blitzcrank**Kennen',97
2983,'Tryndamere**Twitch',97
2984,'MasterYi**Syndra',97
2985,'Annie**Kaisa',97
2986,'Rakan**Viego',97
2987,'Nunu**Sylas',97
2988,'Xerath**Ziggs',97
2989,'Akali**Nunu',97
2990,'Darius**Fizz',97
2991,'Blitzcrank**Malzahar',97
2992,'LeeSin**Shaco',97
2993,'Fiora**Nami',97
2994,'Leona**Poppy',97
2995,'Diana**Swain',97
2996,'Blitzcrank**Trundle',97
2997,'Leblanc**Xayah',97
2998,'Lulu**Urgot',97
2999,'Gangplank**LeeSin',97
3000,'Jax**Xayah',97
3001,'Caitlyn**Gragas',97
3002,'Morgana**Ryze',97
3003,'Katarina**Shen',97
3004,'Jhin**Kled',97
3005,'Pantheon**Warwick',97
3006,'Katarina**Tryndamere',97
3007,'Brand**Sylas',97
3008,'Aphelios**Leona',97
3009,'Graves**Zoe',97
3010,'Morgana**TwistedFate',97
3011,'Lillia**Samira',96
3012,'Kayle**Pyke',96
3013,'Ryze**Samira',96
3014,'Lux**Quinn',96
