,champions,wins
6562,'Draven**Orianna',42
6563,'Syndra**TahmKench',42
6564,'Kled**Shaco',42
6565,'TwistedFate**Xayah',42
6566,'Gnar**Viktor',42
6567,'Fiora**Sona',42
6568,'Maokai**Veigar',42
6569,'Brand**Swain',42
6570,'Akshan**Sion',42
6571,'Heimerdinger**Irelia',42
6572,'Senna**Soraka',42
6573,'Azir**Caitlyn',42
6574,'Galio**MonkeyKing',42
6575,'Renekton**Taliyah',42
6576,'Chogath**Teemo',42
6577,'Akali**Rammus',42
6578,'Swain**Vex',42
6579,'Malzahar**Shen',42
6580,'Evelynn**Vex',42
6581,'Draven**Shyvana',42
6582,'Amumu**Gnar',42
6583,'Galio**Lillia',42
6584,'Lillia**Swain',42
6585,'MonkeyKing**Viktor',42
6586,'Akshan**Shen',42
6587,'Katarina**Ziggs',42
6588,'Sett**Taliyah',42
6589,'DrMundo**Evelynn',42
6590,'Lissandra**Morgana',42
6591,'Fizz**Zac',42
6592,'Jayce**Poppy',42
6593,'Draven**Seraphine',42
6594,'Quinn**Yuumi',42
6595,'Kindred**Zilean',42
6596,'Kayn**Warwick',42
6597,'MonkeyKing**Talon',42
6598,'Ryze**Shen',42
6599,'Galio**Nidalee',42
6600,'Ahri**Talon',42
6601,'Kennen**Twitch',42
6602,'Sion**Volibear',42
6603,'RekSai**Teemo',42
6604,'Syndra**Tryndamere',42
6605,'Malzahar**Swain',42
6606,'JarvanIV**Syndra',42
6607,'Rengar**Ziggs',42
6608,'Annie**Brand',42
6609,'Diana**Ryze',42
6610,'Evelynn**Mordekaiser',42
6611,'Leblanc**Zilean',42
6612,'Rell**Teemo',42
6613,'Sona**Vladimir',42
6614,'Kayle**Viktor',42
6615,'Akshan**Urgot',42
6616,'Nami**Udyr',42
6617,'Pantheon**TahmKench',42
6618,'Syndra**Vi',42
6619,'Cassiopeia**JarvanIV',42
6620,'Pyke**Rumble',42
6621,'Ivern**Lux',42
6622,'Kindred**Talon',42
6623,'Sion**Vladimir',42
6624,'Karthus**Tristana',42
6625,'Illaoi**Nami',42
6626,'Amumu**KogMaw',42
6627,'Trundle**Vi',42
6628,'TahmKench**Varus',42
6629,'Qiyana**Zyra',42
6630,'MonkeyKing**Soraka',42
6631,'Fiora**Shyvana',42
6632,'Aphelios**Gangplank',42
6633,'Tryndamere**Zilean',42
6634,'Singed**Talon',42
6635,'Jayce**Velkoz',42
6636,'Yorick**Zyra',42
6637,'KogMaw**Pantheon',42
6638,'LeeSin**Nocturne',42
6639,'Rakan**Veigar',42
6640,'Aphelios**MonkeyKing',42
6641,'Elise**Jayce',42
6642,'Sion**Xayah',42
6643,'Ezreal**Tristana',42
6644,'Lissandra**Teemo',42
6645,'Galio**Zac',42
6646,'Alistar**Poppy',42
6647,'Janna**Nunu',42
6648,'Cassiopeia**Twitch',42
6649,'Evelynn**Gnar',42
6650,'Qiyana**Zac',42
6651,'Renekton**Sivir',42
6652,'Maokai**Nidalee',42
6653,'Ahri**Bard',42
6654,'Lissandra**Samira',42
6655,'Amumu**Illaoi',42
6656,'JarvanIV**Malzahar',42
6657,'Bard**Samira',42
6658,'Hecarim**Ornn',42
6659,'Rell**Shaco',42
6660,'Shaco**Trundle',42
6661,'Gnar**Nami',42
6662,'FiddleSticks**TahmKench',42
6663,'Jayce**Sivir',42
6664,'Graves**Kindred',42
6665,'Khazix**Yorick',42
6666,'Ashe**Corki',42
6667,'Qiyana**Urgot',42
6668,'Orianna**Shen',42
6669,'Shyvana**Tryndamere',42
6670,'Chogath**Garen',42
6671,'Malzahar**Pantheon',42
6672,'Pyke**Yorick',42
6673,'Amumu**Orianna',41
6674,'Annie**Xayah',41
6675,'Ahri**Rengar',41
6676,'Alistar**Rengar',41
6677,'Lissandra**Nocturne',41
6678,'Garen**Kalista',41
6679,'Chogath**Lillia',41
6680,'Bard**TwistedFate',41
6681,'Poppy**Ryze',41
6682,'Kayle**Varus',41
6683,'Ryze**Sivir',41
6684,'Jax**Sejuani',41
6685,'Soraka**Varus',41
6686,'Cassiopeia**Darius',41
6687,'Nautilus**Neeko',41
6688,'Riven**Velkoz',41
6689,'Fiora**Zilean',41
6690,'Alistar**Kennen',41
6691,'Lux**Taliyah',41
6692,'Malphite**Udyr',41
6693,'Cassiopeia**Vi',41
6694,'MonkeyKing**Zac',41
6695,'Blitzcrank**Olaf',41
6696,'Lillia**Volibear',41
6697,'TahmKench**Teemo',41
6698,'Jax**Shyvana',41
6699,'Soraka**Xerath',41
6700,'Janna**Twitch',41
6701,'JarvanIV**Velkoz',41
6702,'Ezreal**Kaisa',41
6703,'Gangplank**Xayah',41
6704,'Lulu**Yorick',41
6705,'Aatrox**Draven',41
6706,'Mordekaiser**Syndra',41
6707,'Shen**Zilean',41
6708,'Kled**Pyke',41
6709,'Gangplank**Leblanc',41
6710,'Trundle**Varus',41
6711,'Ekko**Olaf',41
6712,'Akshan**Jayce',41
6713,'Diana**Zilean',41
6714,'Anivia**Pantheon',41
6715,'Ornn**Rakan',41
6716,'KogMaw**Vi',41
6717,'Kled**Nautilus',41
6718,'Evelynn**Sona',41
6719,'Alistar**Kindred',41
6720,'Camille**Cassiopeia',41
6721,'Ahri**Olaf',41
6722,'Heimerdinger**Samira',41
6723,'Rumble**Xerath',41
6724,'Orianna**XinZhao',41
6725,'Alistar**Ziggs',41
6726,'Orianna**Poppy',41
6727,'Annie**MonkeyKing',41
6728,'Irelia**Olaf',41
6729,'Elise**Riven',41
6730,'Fizz**Urgot',41
6731,'Nautilus**Udyr',41
6732,'Gragas**Twitch',41
6733,'Galio**Trundle',41
6734,'Aatrox**Syndra',41
6735,'Anivia**Kindred',41
6736,'Renekton**Velkoz',41
6737,'Malzahar**Rakan',41
6738,'Gwen**Veigar',41
6739,'Aatrox**Evelynn',41
6740,'Kayle**Zyra',41
6741,'Kindred**Swain',41
6742,'Alistar**Udyr',41
6743,'Garen**Olaf',41
6744,'DrMundo**Neeko',41
6745,'Anivia**TahmKench',41
6746,'Rengar**Ryze',41
6747,'Akali**Velkoz',41
6748,'Ekko**Udyr',41
6749,'Malphite**Renekton',41
6750,'Maokai**Ryze',41
6751,'Galio**Sivir',41
6752,'Sivir**Zilean',41
6753,'Neeko**Urgot',41
6754,'Malzahar**Yorick',41
6755,'Draven**Nidalee',41
6756,'MasterYi**Rell',41
6757,'Lissandra**Tristana',41
6758,'Galio**Urgot',41
6759,'Elise**Leblanc',41
6760,'Taliyah**Thresh',41
6761,'TahmKench**Zac',41
6762,'Gragas**Talon',41
6763,'Hecarim**Illaoi',41
6764,'Xayah**Zoe',41
6765,'Trundle**Zoe',41
6766,'Qiyana**Sion',41
6767,'Morgana**Nautilus',41
6768,'Gnar**TwistedFate',41
6769,'Akshan**Riven',41
6770,'Aatrox**Velkoz',41
6771,'Corki**Nautilus',41
6772,'Aphelios**Rammus',41
6773,'Fiora**Sett',41
6774,'Hecarim**KogMaw',41
6775,'Blitzcrank**Sejuani',41
6776,'Gwen**Volibear',41
6777,'Evelynn**Varus',41
6778,'Nasus**Rammus',41
6779,'Fizz**MonkeyKing',41
6780,'Fizz**Nunu',41
6781,'Evelynn**Talon',41
6782,'Galio**Kayle',41
6783,'Galio**TahmKench',41
6784,'Annie**Urgot',41
6785,'Amumu**Zoe',41
6786,'Amumu**Neeko',40
6787,'Qiyana**Renekton',40
6788,'Olaf**Zed',40
6789,'Neeko**Seraphine',40
6790,'Gragas**Pyke',40
6791,'Elise**Viktor',40
6792,'Galio**Katarina',40
6793,'Ahri**Diana',40
6794,'Aatrox**Volibear',40
6795,'Swain**TwistedFate',40
6796,'Vayne**Xayah',40
6797,'XinZhao**Yorick',40
6798,'Diana**Ziggs',40
6799,'Annie**Riven',40
6800,'Blitzcrank**Udyr',40
6801,'Ryze**Zyra',40
6802,'Ashe**Rell',40
6803,'Fiora**Volibear',40
6804,'Annie**Pantheon',40
6805,'Karthus**Lulu',40
6806,'Nunu**Sona',40
6807,'Ahri**Gnar',40
6808,'Kindred**MonkeyKing',40
6809,'Fizz**Ornn',40
6810,'Gwen**Trundle',40
6811,'Rakan**Ryze',40
6812,'Sona**TwistedFate',40
6813,'Poppy**Tryndamere',40
6814,'Alistar**Anivia',40
6815,'FiddleSticks**Shen',40
6816,'Hecarim**Syndra',40
6817,'Akshan**Alistar',40
6818,'Neeko**Talon',40
6819,'Amumu**Quinn',40
6820,'Maokai**Vex',40
6821,'Samira**Ziggs',40
6822,'Draven**Gwen',40
6823,'Heimerdinger**Pantheon',40
6824,'Taric**Viego',40
6825,'Garen**Syndra',40
6826,'Braum**Viktor',40
6827,'Nidalee**Viego',40
6828,'Kayn**Lillia',40
6829,'Nami**Singed',40
6830,'Volibear**Zoe',40
6831,'Darius**Heimerdinger',40
6832,'Katarina**Shyvana',40
6833,'Darius**Teemo',40
6834,'Ornn**Warwick',40
6835,'Pyke**Seraphine',40
6836,'Darius**Rammus',40
6837,'Ivern**Jhin',40
6838,'Hecarim**Volibear',40
6839,'Alistar**Zac',40
6840,'Fiora**Maokai',40
6841,'Brand**Galio',40
6842,'Bard**Hecarim',40
6843,'Kindred**Ryze',40
6844,'Urgot**Zac',40
6845,'Qiyana**Varus',40
6846,'Alistar**Rumble',40
6847,'Evelynn**TahmKench',40
6848,'Evelynn**Ornn',40
6849,'Akshan**Ornn',40
6850,'Gwen**Xayah',40
6851,'Kled**Nami',40
6852,'Lissandra**Pyke',40
6853,'Gangplank**Irelia',40
6854,'Sylas**Viktor',40
6855,'Pyke**Senna',40
6856,'Bard**Kayle',40
6857,'Braum**Jax',40
6858,'Alistar**Sivir',40
6859,'Annie**Seraphine',40
6860,'Annie**Karma',40
6861,'Nocturne**Syndra',40
6862,'Alistar**Gwen',40
6863,'Malzahar**Riven',40
6864,'Lulu**Velkoz',40
6865,'Shyvana**Soraka',40
6866,'Nunu**Volibear',40
6867,'Gwen**Hecarim',40
6868,'Leblanc**RekSai',40
6869,'Bard**DrMundo',40
6870,'Syndra**Zac',40
6871,'JarvanIV**Ornn',40
6872,'Kassadin**Sivir',40
6873,'Singed**Vex',40
6874,'Corki**Shaco',40
6875,'Ekko**Gragas',40
6876,'Bard**Teemo',40
6877,'Draven**Syndra',40
6878,'Rakan**Urgot',40
6879,'Diana**Zac',40
6880,'Karma**TwistedFate',40
6881,'Gnar**Sivir',40
6882,'Brand**Olaf',40
6883,'Quinn**Viego',40
6884,'Syndra**Volibear',40
6885,'Taliyah**Zed',40
6886,'Morgana**Seraphine',40
6887,'Gragas**Xayah',40
6888,'Karthus**Sylas',40
6889,'Poppy**Shaco',39
6890,'Kayn**LeeSin',39
6891,'FiddleSticks**Varus',39
6892,'Annie**Yone',39
6893,'Alistar**Yorick',39
6894,'Varus**Zyra',39
6895,'Nidalee**Ornn',39
6896,'Sona**Vex',39
6897,'DrMundo**Nunu',39
6898,'Lillia**MonkeyKing',39
6899,'Kled**Yuumi',39
6900,'Karma**Ornn',39
6901,'Fizz**Poppy',39
6902,'Anivia**Sivir',39
6903,'Jayce**KogMaw',39
6904,'Varus**Vi',39
6905,'Olaf**Veigar',39
6906,'AurelionSol**MissFortune',39
6907,'Nautilus**Swain',39
6908,'Diana**Leblanc',39
6909,'Gnar**Swain',39
6910,'Nasus**Udyr',39
6911,'Vladimir**Zac',39
6912,'Azir**Kayn',39
6913,'Senna**Taliyah',39
6914,'Aphelios**Orianna',39
6915,'Anivia**MonkeyKing',39
6916,'Ornn**Xayah',39
6917,'Katarina**Velkoz',39
6918,'Anivia**Zac',39
6919,'JarvanIV**Zilean',39
6920,'Diana**Heimerdinger',39
6921,'Sona**TahmKench',39
6922,'Lissandra**Xayah',39
6923,'Karma**Veigar',39
6924,'Camille**Rammus',39
6925,'Renekton**TwistedFate',39
6926,'Draven**MonkeyKing',39
6927,'Elise**Teemo',39
6928,'Ahri**Quinn',39
6929,'Elise**Xayah',39
6930,'Ahri**Varus',39
6931,'Mordekaiser**Zoe',39
6932,'Karma**Udyr',39
6933,'Darius**Gragas',39
6934,'Neeko**Vi',39
6935,'MissFortune**Taric',39
6936,'Karma**Syndra',39
6937,'Sett**Taric',39
6938,'Akshan**Viktor',39
6939,'Fiora**Velkoz',39
6940,'Cassiopeia**Jayce',39
6941,'Amumu**Kalista',39
6942,'Nasus**Ryze',39
6943,'Qiyana**Sona',39
6944,'Ashe**Taric',39
6945,'DrMundo**Nidalee',39
6946,'Trundle**Volibear',39
6947,'Rell**Viktor',39
6948,'Kindred**Riven',39
6949,'Akali**Leblanc',39
6950,'Chogath**Janna',39
6951,'Diana**Quinn',39
6952,'Akshan**Maokai',39
6953,'Lulu**Morgana',39
6954,'Alistar**Urgot',39
6955,'MonkeyKing**Vladimir',39
6956,'Leblanc**Zed',39
6957,'Orianna**TahmKench',39
6958,'Gnar**Warwick',39
6959,'MonkeyKing**Vi',39
6960,'Gangplank**Kassadin',39
6961,'Maokai**Riven',39
6962,'Akali**Veigar',39
6963,'Rengar**Shen',39
6964,'Camille**Lissandra',39
6965,'Nidalee**Volibear',39
6966,'Darius**Udyr',39
6967,'Tryndamere**Varus',39
6968,'Trundle**Urgot',39
6969,'Cassiopeia**XinZhao',39
6970,'Katarina**Zed',39
6971,'Azir**Viego',39
6972,'Pyke**Swain',39
6973,'Azir**Lucian',39
6974,'TwistedFate**Yone',39
6975,'Poppy**Shen',39
6976,'Kled**Seraphine',39
6977,'Jayce**Zilean',39
6978,'Jayce**Malzahar',39
6979,'Nasus**Shyvana',39
6980,'Rammus**Seraphine',39
6981,'Ivern**Lucian',39
6982,'Ekko**Quinn',39
6983,'Gangplank**Vex',39
6984,'Lissandra**Shaco',39
6985,'Lissandra**Xerath',39
6986,'Chogath**Malphite',39
6987,'Braum**Malphite',39
6988,'Shen**Syndra',39
6989,'Jayce**Shyvana',39
6990,'FiddleSticks**Renekton',39
6991,'Hecarim**Sion',39
6992,'Karthus**Nautilus',39
6993,'Braum**Veigar',39
6994,'Karthus**Xerath',39
6995,'Aphelios**Gragas',39
6996,'Aatrox**Zac',39
6997,'Aphelios**Zilean',39
6998,'Heimerdinger**Nami',39
6999,'Evelynn**Sion',39
7000,'Diana**XinZhao',39
7001,'Heimerdinger**Shaco',39
7002,'Fizz**Sona',39
7003,'Orianna**Yone',38
7004,'Rell**Zed',38
7005,'Akshan**Poppy',38
7006,'Nunu**Zilean',38
7007,'MonkeyKing**Nunu',38
7008,'Varus**Velkoz',38
7009,'KogMaw**Seraphine',38
7010,'Ivern**Sett',38
7011,'Singed**Xerath',38
7012,'Urgot**Vladimir',38
7013,'Pantheon**Riven',38
7014,'Sion**Syndra',38
7015,'Aatrox**Varus',38
7016,'MasterYi**Quinn',38
7017,'Chogath**Vladimir',38
7018,'Nidalee**Zyra',38
7019,'Gwen**Vex',38
7020,'FiddleSticks**Swain',38
7021,'Gragas**Sylas',38
7022,'Gragas**Jayce',38
7023,'Alistar**Orianna',38
7024,'RekSai**Sett',38
7025,'Nautilus**Quinn',38
7026,'Elise**Mordekaiser',38
7027,'Lillia**Riven',38
7028,'Gwen**Karma',38
7029,'Malphite**MonkeyKing',38
7030,'KogMaw**Leona',38
7031,'Kalista**XinZhao',38
7032,'Ashe**Tristana',38
7033,'Gangplank**Pantheon',38
7034,'KogMaw**Trundle',38
7035,'Cassiopeia**Trundle',38
7036,'Qiyana**XinZhao',38
7037,'Talon**Yorick',38
7038,'Aatrox**Veigar',38
7039,'Kled**Zed',38
7040,'Olaf**Pyke',38
7041,'Swain**Ziggs',38
7042,'Fizz**Yone',38
7043,'Hecarim**Rakan',38
7044,'Jayce**Maokai',38
7045,'Orianna**Volibear',38
7046,'Amumu**Ornn',38
7047,'Samira**Taliyah',38
7048,'Evelynn**KogMaw',38
7049,'KogMaw**Pyke',38
7050,'Sett**TahmKench',38
7051,'Chogath**Kindred',38
7052,'Malzahar**Zilean',38
7053,'Braum**Twitch',38
7054,'Diana**Udyr',38
7055,'Orianna**Trundle',38
7056,'Diana**Fizz',38
7057,'Kled**Sylas',38
7058,'Rakan**Sion',38
7059,'Illaoi**Swain',38
7060,'Aatrox**Maokai',38
7061,'Aphelios**Karthus',38
7062,'Braum**DrMundo',38
7063,'Shyvana**Sylas',38
7064,'Samira**Sejuani',38
7065,'Gwen**Zyra',38
7066,'Nautilus**Sejuani',38
7067,'Riven**Varus',38
7068,'Aatrox**Karthus',38
7069,'Bard**MonkeyKing',38
7070,'Evelynn**Graves',38
7071,'Kindred**Sona',38
7072,'Kindred**Zoe',38
7073,'Amumu**Vi',38
7074,'Poppy**Syndra',38
7075,'KogMaw**Urgot',38
7076,'Nidalee**Shen',38
7077,'Evelynn**Velkoz',38
7078,'Kennen**Zac',38
7079,'MonkeyKing**Xayah',38
7080,'Blitzcrank**Morgana',38
7081,'Ahri**Braum',38
7082,'Gangplank**TwistedFate',38
7083,'Rengar**Vladimir',38
7084,'Camille**Sett',38
7085,'Hecarim**MonkeyKing',38
7086,'Anivia**Rakan',38
7087,'Jax**Rell',38
7088,'Kassadin**Urgot',38
7089,'Nocturne**Rell',38
7090,'Chogath**Leblanc',38
7091,'Lux**Rell',38
7092,'FiddleSticks**Illaoi',38
7093,'Blitzcrank**KogMaw',38
7094,'Mordekaiser**Olaf',38
7095,'Anivia**Brand',38
7096,'Braum**Samira',38
7097,'Aphelios**Chogath',38
7098,'Kassadin**Swain',38
7099,'Chogath**TwistedFate',38
7100,'Ahri**FiddleSticks',38
7101,'Jax**Udyr',38
7102,'Gnar**Nunu',38
7103,'Chogath**Sejuani',38
7104,'Taric**Yone',38
7105,'FiddleSticks**Gnar',38
7106,'RekSai**Viktor',38
7107,'Kennen**Kindred',38
7108,'KogMaw**TahmKench',38
7109,'Aatrox**KogMaw',38
7110,'Gangplank**Seraphine',38
7111,'Hecarim**Heimerdinger',38
7112,'Leblanc**Shyvana',38
7113,'Shaco**Vi',38
7114,'Aatrox**Sett',38
7115,'Kennen**Sett',38
7116,'Bard**Trundle',38
7117,'Darius**Tryndamere',38
7118,'Lucian**Taric',38
7119,'Aatrox**Zoe',38
7120,'Rengar**Tryndamere',38
7121,'Yorick**Ziggs',38
7122,'Nami**Velkoz',38
7123,'Akshan**Velkoz',38
7124,'Anivia**DrMundo',37
7125,'Cassiopeia**Tryndamere',37
7126,'Gnar**Talon',37
7127,'Heimerdinger**Tryndamere',37
7128,'Heimerdinger**Sylas',37
7129,'Mordekaiser**Nidalee',37
7130,'Jax**Kayle',37
7131,'Bard**Fiora',37
7132,'Lillia**Mordekaiser',37
7133,'Kayle**Velkoz',37
7134,'Akali**Gangplank',37
7135,'Kindred**Zyra',37
7136,'Akshan**Draven',37
7137,'Cassiopeia**Yone',37
7138,'Karthus**Shen',37
7139,'Akshan**Rengar',37
7140,'RekSai**Tristana',37
7141,'Nidalee**Sion',37
7142,'Jinx**Tristana',37
7143,'Illaoi**XinZhao',37
7144,'Malzahar**Sion',37
7145,'Seraphine**Syndra',37
7146,'Singed**Vi',37
7147,'Illaoi**Irelia',37
7148,'Aatrox**Orianna',37
7149,'Alistar**Quinn',37
7150,'Quinn**Samira',37
7151,'Kalista**Katarina',37
7152,'Irelia**Taric',37
7153,'Draven**Kennen',37
7154,'Rammus**Sivir',37
7155,'MonkeyKing**Ziggs',37
7156,'Xayah**Yorick',37
7157,'RekSai**Xerath',37
7158,'Annie**Xerath',37
7159,'Draven**Yorick',37
7160,'Kayle**Vex',37
7161,'Renekton**Volibear',37
7162,'Leblanc**Olaf',37
7163,'Mordekaiser**Sejuani',37
7164,'Ahri**Gwen',37
7165,'Rakan**Trundle',37
7166,'Alistar**Shyvana',37
7167,'TahmKench**Zilean',37
7168,'Gwen**JarvanIV',37
7169,'Lillia**Renekton',37
7170,'Jhin**Taric',37
7171,'Lissandra**Senna',37
7172,'Draven**Elise',37
7173,'Trundle**Vladimir',37
7174,'Aphelios**Malzahar',37
7175,'KogMaw**Zac',37
7176,'Sion**Varus',37
7177,'Ahri**Shyvana',37
7178,'Bard**Camille',37
7179,'Alistar**Pantheon',37
7180,'Ahri**Yorick',37
7181,'Braum**Volibear',37
7182,'Fiora**Karthus',37
7183,'Nidalee**Rakan',37
7184,'Akshan**Karthus',37
7185,'Leona**Taliyah',37
7186,'Urgot**Varus',37
7187,'DrMundo**Shyvana',37
7188,'MissFortune**Skarner',37
7189,'Bard**JarvanIV',37
7190,'KogMaw**Nunu',37
7191,'Veigar**Velkoz',37
7192,'Bard**Ziggs',37
7193,'Fizz**Janna',37
7194,'Brand**Gragas',37
7195,'Nocturne**Viego',37
7196,'Chogath**Evelynn',37
7197,'Kalista**Teemo',37
7198,'Nocturne**Quinn',37
7199,'Pantheon**Sion',37
7200,'Kayle**Leblanc',37
7201,'Kennen**Sivir',37
7202,'Evelynn**TwistedFate',37
7203,'Pyke**Quinn',37
7204,'Aphelios**Swain',37
7205,'Fizz**Varus',37
7206,'Galio**Rengar',37
7207,'Sion**Sona',37
7208,'Neeko**Sivir',37
7209,'Yasuo**Zoe',37
7210,'Galio**Varus',37
7211,'Amumu**Kled',37
7212,'Lillia**Maokai',37
7213,'Jayce**Varus',37
7214,'Kalista**Leblanc',37
7215,'Diana**Illaoi',37
7216,'Hecarim**Kennen',37
7217,'Elise**Tryndamere',37
7218,'Orianna**Xayah',37
7219,'KogMaw**Nami',37
7220,'Ahri**Maokai',37
7221,'Sett**Sion',37
7222,'Nunu**Shaco',37
7223,'Karthus**Tryndamere',37
7224,'Draven**Kindred',37
7225,'Syndra**Urgot',37
7226,'Kled**Thresh',37
7227,'Aphelios**Rengar',37
7228,'Malzahar**Rammus',37
7229,'Viktor**Ziggs',37
7230,'Nunu**Varus',37
7231,'Pantheon**Rumble',37
7232,'DrMundo**Janna',37
7233,'Evelynn**Malzahar',37
7234,'Akali**Gnar',37
7235,'Anivia**Rengar',37
7236,'Akshan**Elise',37
7237,'Olaf**Sylas',37
7238,'Irelia**Urgot',37
7239,'Alistar**Cassiopeia',37
7240,'FiddleSticks**Leblanc',37
7241,'Garen**Nasus',37
7242,'Kindred**Velkoz',37
7243,'Malzahar**Seraphine',37
7244,'Ivern**Jinx',37
7245,'Kindred**Ornn',37
7246,'Ornn**Swain',37
7247,'Karthus**Katarina',37
7248,'Bard**Draven',37
7249,'Aatrox**Lillia',37
7250,'Tristana**Twitch',37
7251,'Graves**Quinn',37
7252,'Bard**TahmKench',37
7253,'Kennen**Rakan',36
7254,'Malzahar**Varus',36
7255,'Nidalee**Ryze',36
7256,'Akshan**Chogath',36
7257,'Neeko**Yuumi',36
7258,'Ivern**Leona',36
7259,'Aphelios**Braum',36
7260,'Kled**Yone',36
7261,'Akali**Sejuani',36
7262,'DrMundo**Maokai',36
7263,'Draven**Heimerdinger',36
7264,'Ivern**MissFortune',36
7265,'FiddleSticks**Vladimir',36
7266,'Vladimir**Zilean',36
7267,'Galio**Viktor',36
7268,'Chogath**Jax',36
7269,'Illaoi**Velkoz',36
7270,'Graves**Kled',36
7271,'Jax**Rengar',36
7272,'Darius**DrMundo',36
7273,'Gnar**JarvanIV',36
7274,'Mordekaiser**Sion',36
7275,'FiddleSticks**Viego',36
7276,'Aatrox**Gragas',36
7277,'Braum**JarvanIV',36
7278,'Chogath**Rengar',36
7279,'Khazix**Viego',36
7280,'Camille**RekSai',36
7281,'Gwen**Nunu',36
7282,'Ekko**Neeko',36
7283,'Gragas**Seraphine',36
7284,'Galio**KogMaw',36
7285,'Kassadin**Rengar',36
7286,'Qiyana**Vi',36
7287,'Kayle**Rakan',36
7288,'Chogath**Poppy',36
7289,'Anivia**Sona',36
7290,'Anivia**Urgot',36
7291,'Galio**Kennen',36
7292,'Samira**Sona',36
7293,'Nunu**TwistedFate',36
7294,'Rammus**Tryndamere',36
7295,'Skarner**Vayne',36
7296,'Kayle**Kindred',36
7297,'Brand**KogMaw',36
7298,'Jayce**Udyr',36
7299,'Brand**Leona',36
7300,'Karthus**LeeSin',36
7301,'Akshan**Pantheon',36
7302,'Aatrox**Trundle',36
7303,'Anivia**Chogath',36
7304,'Lillia**Warwick',36
7305,'Gnar**Veigar',36
7306,'Poppy**Vladimir',36
7307,'Lissandra**Volibear',36
7308,'Katarina**Singed',36
7309,'Rell**XinZhao',36
7310,'Amumu**Nidalee',36
7311,'Akshan**Sivir',36
7312,'Fiora**Vladimir',36
7313,'Nunu**Ziggs',36
7314,'Urgot**Volibear',36
7315,'Malphite**Olaf',36
7316,'Viktor**Zilean',36
7317,'JarvanIV**Volibear',36
7318,'Annie**TahmKench',36
7319,'Olaf**Samira',36
7320,'Corki**Darius',36
7321,'Bard**Riven',36
7322,'Galio**Yorick',36
7323,'Rengar**Sivir',36
7324,'Galio**Kalista',36
7325,'Heimerdinger**JarvanIV',36
7326,'Neeko**Pantheon',36
7327,'Kindred**Urgot',36
7328,'Cassiopeia**Malphite',36
7329,'Kindred**Shaco',36
7330,'Kalista**Lulu',36
7331,'Tryndamere**TwistedFate',36
7332,'Katarina**Kled',36
7333,'Malzahar**MonkeyKing',36
7334,'Amumu**Kindred',36
7335,'Lillia**TwistedFate',36
7336,'Sion**Sivir',36
7337,'Azir**Thresh',36
7338,'Annie**DrMundo',36
7339,'DrMundo**JarvanIV',36
7340,'Cassiopeia**Volibear',36
7341,'Karma**Malzahar',36
7342,'Anivia**Zyra',36
7343,'Elise**Urgot',36
7344,'Sion**Zac',36
7345,'Chogath**JarvanIV',36
7346,'Corki**Teemo',36
7347,'Orianna**Swain',36
7348,'Annie**Zyra',36
7349,'Kennen**Poppy',36
7350,'Darius**Karthus',36
7351,'Lulu**Olaf',36
7352,'Pantheon**Vex',36
7353,'Illaoi**Nunu',36
7354,'Ekko**Orianna',36
7355,'Heimerdinger**Malphite',36
7356,'Katarina**Quinn',36
7357,'Vex**Ziggs',36
7358,'Ornn**Zilean',36
7359,'Riven**Ryze',36
7360,'Lulu**Quinn',36
7361,'Darius**Rell',36
7362,'Ezreal**Skarner',36
7363,'Aphelios**Cassiopeia',36
7364,'Syndra**Talon',36
7365,'Alistar**Amumu',36
7366,'Amumu**Khazix',36
7367,'Malzahar**Sona',36
7368,'Nunu**Ryze',36
7369,'Singed**XinZhao',36
7370,'Renekton**Varus',36
7371,'Caitlyn**Tristana',36
7372,'Ekko**Taric',36
7373,'KogMaw**Riven',36
7374,'Orianna**Riven',36
7375,'Heimerdinger**Zyra',36
7376,'Tryndamere**Vladimir',36
7377,'Neeko**Zed',36
7378,'Swain**Syndra',36
7379,'Pantheon**Singed',36
7380,'Gangplank**Rakan',36
7381,'Bard**Mordekaiser',36
7382,'FiddleSticks**Ryze',36
7383,'Elise**Nasus',36
7384,'Draven**Sona',36
7385,'Heimerdinger**Teemo',36
7386,'Rakan**Renekton',36
7387,'LeeSin**XinZhao',36
7388,'Gragas**Shaco',36
7389,'Anivia**Aphelios',36
7390,'Fiora**Lillia',36
7391,'Ornn**Syndra',36
7392,'Illaoi**Veigar',36
7393,'FiddleSticks**Zyra',36
7394,'JarvanIV**Zoe',36
7395,'Fiora**Rammus',36
7396,'Nocturne**Trundle',36
7397,'Rammus**Zilean',35
7398,'Maokai**Renekton',35
7399,'Anivia**Udyr',35
7400,'Riven**Udyr',35
7401,'Nami**RekSai',35
7402,'Blitzcrank**Quinn',35
7403,'Rammus**Riven',35
7404,'Aatrox**Sona',35
7405,'Annie**Zac',35
7406,'TahmKench**Volibear',35
7407,'Alistar**Gnar',35
7408,'MasterYi**Rumble',35
7409,'Fizz**Udyr',35
7410,'Kayle**Rengar',35
7411,'Nami**Neeko',35
7412,'Renekton**Trundle',35
7413,'Gwen**Malphite',35
7414,'KogMaw**Vayne',35
7415,'Fiora**Udyr',35
7416,'Ashe**Taliyah',35
7417,'Katarina**Olaf',35
7418,'DrMundo**Nasus',35
7419,'Jayce**Rammus',35
