,champions,wins
0,'Lucian**Nami',1809
1,'Jinx**Lulu',1129
2,'Jinx**Thresh',948
3,'Graves**Jhin',808
4,'Caitlyn**Lux',781
5,'Jhin**Viego',724
6,'Jhin**LeeSin',718
7,'Rakan**Xayah',703
8,'Jhin**Lux',700
9,'Camille**Jhin',671
10,'Lulu**Vayne',663
11,'Jhin**Talon',632
12,'Aphelios**Lulu',625
13,'Aphelios**Thresh',623
14,'Jhin**Yone',621
15,'Graves**Jinx',584
16,'Jhin**Viktor',584
17,'Jayce**Jhin',571
18,'Jinx**LeeSin',558
19,'Jhin**Karma',551
20,'Ezreal**Yuumi',529
21,'Jinx**Viktor',527
22,'Jhin**Leona',527
23,'Graves**Lux',520
24,'Jhin**Rakan',519
25,'Graves**Lulu',512
26,'Ekko**Jhin',505
27,'Jinx**Yone',503
28,'Graves**Lucian',497
29,'Irelia**Jhin',487
30,'Ezreal**Graves',482
31,'Jhin**Sylas',482
32,'Jhin**Zilean',472
33,'Jhin**Zed',472
34,'Jhin**Xerath',471
35,'Graves**Thresh',469
36,'Jinx**Viego',452
37,'Caitlyn**Graves',451
38,'LeeSin**Lulu',449
39,'Graves**Nami',439
40,'Caitlyn**Morgana',434
41,'Jhin**Vex',429
42,'Jhin**Leblanc',426
43,'Camille**Jinx',424
44,'LeeSin**Thresh',422
45,'LeeSin**Viktor',420
46,'Camille**Ezreal',419
47,'Gragas**Yasuo',418
48,'Ezreal**LeeSin',418
49,'LeeSin**Lucian',414
50,'Caitlyn**LeeSin',414
51,'Jhin**Thresh',412
52,'Jinx**Talon',409
53,'Ezreal**Karma',406
54,'Jhin**Yasuo',403
55,'LeeSin**Lux',401
56,'Ezreal**Lux',401
57,'Ezreal**Yone',399
58,'LeeSin**Sylas',394
59,'Jayce**Jinx',392
60,'Akali**Jhin',392
61,'Irelia**Jinx',389
62,'Lulu**Yone',387
63,'Caitlyn**Yone',385
64,'Jhin**Qiyana',385
65,'Camille**Lucian',383
66,'Graves**Leblanc',381
67,'Graves**Vayne',381
68,'Lulu**Viego',379
69,'Caitlyn**Viktor',379
70,'Camille**LeeSin',379
71,'Lucian**Viego',379
72,'Ezreal**Talon',377
73,'Graves**Viktor',376
74,'Ezreal**Viego',373
75,'Camille**Lulu',371
76,'Blitzcrank**Jhin',369
77,'Graves**Leona',368
78,'LeeSin**Rakan',366
79,'Lux**Viego',366
80,'Jinx**Lux',364
81,'Ezreal**Viktor',364
82,'Graves**Sylas',363
83,'Lux**Yone',362
84,'Camille**Graves',362
85,'Viego**Viktor',361
86,'Jayce**LeeSin',359
87,'Lulu**Talon',359
88,'Vayne**Viego',357
89,'Graves**Rakan',357
90,'Jhin**Nidalee',353
91,'Jhin**TwistedFate',353
92,'Jax**Jhin',348
93,'Jhin**Yuumi',346
94,'Ekko**Yone',345
95,'Leblanc**LeeSin',345
96,'Talon**Viktor',344
97,'Camille**Viego',343
98,'Camille**Thresh',342
99,'Camille**Lux',341
100,'Aphelios**Graves',341
101,'Jinx**Sylas',340
102,'Aphelios**LeeSin',340
103,'Vayne**Yone',339
104,'LeeSin**Yone',339
105,'Lucian**Talon',338
106,'LeeSin**Vayne',336
107,'Camille**Talon',335
108,'Graves**Yone',335
109,'Lux**Talon',331
110,'Graves**Vex',331
111,'Rakan**Yasuo',330
112,'Lulu**Viktor',330
113,'Bard**Jhin',330
114,'Caitlyn**Jayce',329
115,'Ekko**Lucian',329
116,'Caitlyn**Viego',329
117,'Graves**Karma',327
118,'Ekko**Jinx',326
119,'Sylas**Viego',324
120,'Rakan**Viego',324
121,'Caitlyn**Talon',323
122,'Hecarim**Jhin',322
123,'Fiora**Jhin',320
124,'Ezreal**Jayce',320
125,'LeeSin**Nami',319
126,'Lucian**Lulu',317
127,'Jhin**Pyke',317
128,'LeeSin**Leona',316
129,'Leona**MissFortune',313
130,'Jhin**XinZhao',313
131,'Talon**Thresh',311
132,'Thresh**Viego',310
133,'Jayce**Viktor',310
134,'Jinx**Karma',309
135,'Viego**Yone',309
136,'Nami**Viego',309
137,'Graves**Xayah',308
138,'Jinx**Yasuo',308
139,'KogMaw**Lulu',307
140,'Thresh**Yone',306
141,'Lulu**Sylas',305
142,'Vayne**Viktor',305
143,'Camille**Nami',305
144,'Ezreal**Rakan',305
145,'Graves**MissFortune',303
146,'Lucian**Sylas',302
147,'Lucian**Yone',302
148,'Jayce**Lux',301
149,'Rakan**Talon',300
150,'Jhin**Khazix',300
151,'Thresh**Viktor',299
152,'Gragas**Jhin',299
153,'Caitlyn**Thresh',299
154,'Lulu**Twitch',298
155,'LeeSin**Yasuo',295
156,'Irelia**Lulu',295
157,'Jhin**Kassadin',294
158,'Camille**Rakan',293
159,'Leona**Yone',293
160,'Graves**Yuumi',293
161,'Camille**Ekko',293
162,'Ezreal**Irelia',292
163,'Ezreal**Sylas',291
164,'Jinx**Zed',290
165,'Lucian**Yuumi',290
166,'Jayce**Lulu',289
167,'Ekko**Ezreal',287
168,'Ezreal**Zed',287
169,'Caitlyn**Camille',286
170,'LeeSin**MissFortune',284
171,'Jayce**Thresh',283
172,'Jinx**Vex',283
173,'Lucian**Zed',283
174,'Rakan**Yone',283
175,'Nidalee**Yone',282
176,'Lux**Vayne',281
177,'Camille**MissFortune',279
178,'LeeSin**TwistedFate',279
179,'Talon**Vayne',279
180,'Nami**Zed',279
181,'LeeSin**Vex',278
182,'Irelia**Thresh',278
183,'Graves**TwistedFate',278
184,'Blitzcrank**Graves',277
185,'Leblanc**Viego',276
186,'Jhin**Kayn',276
187,'Ekko**Lulu',276
188,'Nami**Talon',276
189,'Irelia**Lux',275
190,'Talon**Yone',274
191,'Caitlyn**Ekko',274
192,'Jinx**Qiyana',274
193,'Jhin**Nautilus',273
194,'Sylas**Thresh',273
195,'Draven**Thresh',273
196,'Caitlyn**Zed',272
197,'Caitlyn**Karma',271
198,'Graves**Yasuo',271
199,'Bard**Ezreal',270
200,'Karma**Yone',269
201,'Jhin**Nami',269
202,'LeeSin**Xayah',269
203,'Nami**Yone',268
204,'Irelia**Rakan',267
205,'Jhin**Sett',266
206,'Lulu**Yasuo',265
207,'Jhin**Soraka',264
208,'Akali**Jinx',264
209,'Akshan**Jhin',263
210,'Lucian**Viktor',263
211,'Akali**Graves',263
212,'Camille**Vayne',262
213,'Karma**LeeSin',262
214,'Jax**Jinx',261
215,'Jayce**Viego',261
216,'Janna**Jhin',260
217,'Sylas**Talon',260
218,'Ekko**Vayne',260
219,'Ekko**Thresh',259
220,'Jhin**Syndra',259
221,'Galio**Jhin',258
222,'Jhin**Katarina',258
223,'Lulu**Zed',257
224,'Jinx**Leblanc',257
225,'Viktor**Yone',257
226,'Ezreal**Qiyana',256
227,'Graves**Kaisa',256
228,'Camille**Viktor',256
229,'Jinx**XinZhao',255
230,'Ekko**Irelia',255
231,'Jhin**Kindred',254
232,'Irelia**Nidalee',254
233,'LeeSin**Yuumi',253
234,'Lux**Zed',253
235,'Diana**Yasuo',253
236,'Ezreal**Yasuo',253
237,'Graves**Irelia',252
238,'Ekko**Nami',252
239,'Karma**Viego',252
240,'Aphelios**Talon',251
241,'Irelia**LeeSin',251
242,'Jhin**Zoe',251
243,'Lucian**Lux',250
244,'Nami**Yasuo',250
245,'Caitlyn**Irelia',250
246,'Nami**Viktor',249
247,'Jhin**Sona',249
248,'Lux**Yasuo',248
249,'Vayne**Yasuo',248
250,'Graves**Jayce',248
251,'Vex**Viego',247
252,'Thresh**Vayne',247
253,'Blitzcrank**Jinx',247
254,'Blitzcrank**LeeSin',246
255,'Ezreal**Leblanc',246
256,'Camille**Leona',246
257,'Aphelios**Viego',246
258,'Nami**Sylas',245
259,'Leona**Viego',245
260,'Caitlyn**Sylas',245
261,'Hecarim**Jinx',245
262,'Camille**Galio',244
263,'Jayce**Rakan',244
264,'Lucian**Yasuo',243
265,'Ekko**Zed',243
266,'Camille**Yuumi',242
267,'Jhin**Shen',242
268,'Irelia**Lucian',242
269,'MissFortune**Talon',242
270,'Nami**Vayne',241
271,'Blitzcrank**Yone',241
272,'Jhin**Vladimir',241
273,'Jhin**Kennen',241
274,'Ekko**Yasuo',241
275,'MissFortune**Sylas',240
276,'Camille**Leblanc',240
277,'Talon**Yuumi',240
278,'Lulu**Qiyana',238
279,'Aatrox**Jhin',238
280,'Caitlyn**Yasuo',238
281,'Sylas**Vayne',238
282,'Akali**Caitlyn',237
283,'Ekko**Rakan',237
284,'Caitlyn**Leblanc',236
285,'Akali**Viego',236
286,'Ekko**Jayce',235
287,'MissFortune**Viego',234
288,'Vayne**Zed',234
289,'Hecarim**Lux',234
290,'Graves**Syndra',233
291,'Lux**MissFortune',233
292,'Jinx**TwistedFate',232
293,'Ekko**MissFortune',232
294,'Jinx**Soraka',232
295,'Leblanc**Lucian',232
296,'Jayce**Vayne',231
297,'Vayne**Yuumi',231
298,'Caitlyn**Vex',231
299,'Camille**Xayah',230
300,'Caitlyn**Lulu',230
301,'Ekko**Graves',230
302,'Leblanc**Lulu',230
303,'Draven**Graves',230
304,'Lulu**TwistedFate',229
305,'Irelia**Nami',229
306,'Thresh**Yasuo',229
307,'Fiora**Jinx',229
308,'Jhin**Riven',228
309,'Jhin**Tryndamere',228
310,'Rakan**Viktor',228
311,'Blitzcrank**Viktor',228
312,'Jinx**Leona',228
313,'Viego**Xayah',228
314,'Jayce**Talon',228
315,'Lucian**Qiyana',228
316,'Irelia**Talon',228
317,'Camille**Vex',228
318,'Karma**Talon',228
319,'Yone**Yuumi',227
320,'Irelia**Viego',227
321,'Jax**LeeSin',225
322,'Xayah**Yone',225
323,'Lucian**TwistedFate',225
324,'Ekko**Qiyana',225
325,'Aphelios**Camille',224
326,'Jinx**Rakan',224
327,'Leblanc**Talon',224
328,'Viego**Yuumi',224
329,'Camille**Yasuo',224
330,'Graves**Sona',224
331,'Camille**Karma',223
332,'Graves**Nautilus',223
333,'Camille**Sylas',222
334,'Caitlyn**Nami',222
335,'Fiora**Lux',222
336,'TwistedFate**Viego',222
337,'Graves**Pyke',222
338,'Camille**Qiyana',221
339,'Viktor**XinZhao',221
340,'Jhin**Shaco',221
341,'Lux**Viktor',220
342,'Galio**LeeSin',220
343,'Leona**Talon',220
344,'Yasuo**Zac',220
345,'Jinx**Kassadin',220
346,'Karthus**Yone',219
347,'Jayce**Lucian',219
348,'Gwen**Jhin',219
349,'Darius**Jhin',218
350,'Karma**Viktor',218
351,'Thresh**Zed',217
352,'Leblanc**Thresh',216
353,'Kindred**Lulu',216
354,'Lulu**XinZhao',216
355,'Rakan**Sylas',215
356,'Galio**Graves',215
357,'Irelia**Vayne',215
358,'Ezreal**Vex',215
359,'Akali**LeeSin',215
360,'Lux**Qiyana',215
361,'LeeSin**Syndra',214
362,'Jax**Lulu',214
363,'Graves**Soraka',214
364,'Aphelios**Sylas',214
365,'Hecarim**Lucian',213
366,'Jhin**Poppy',213
367,'Jax**Lux',212
368,'Lucian**Vex',212
369,'Hecarim**Lulu',212
370,'Rakan**Zed',211
371,'Twitch**Yuumi',211
372,'Bard**Caitlyn',211
373,'Qiyana**Thresh',211
374,'Akali**Ezreal',211
375,'Akali**Thresh',211
376,'Jinx**Sett',210
377,'Ezreal**Nami',210
378,'Akali**Talon',210
379,'Talon**Xayah',210
380,'Graves**Kassadin',210
381,'Leona**Viktor',209
382,'Soraka**Vayne',209
383,'Lulu**Vex',209
384,'Vayne**Vex',209
385,'Caitlyn**Jax',208
386,'Jhin**Renekton',208
387,'Hecarim**Yone',208
388,'Caitlyn**Qiyana',208
389,'Ezreal**Soraka',207
390,'Lucian**Nidalee',207
391,'Blitzcrank**Vayne',207
392,'Jayce**Sylas',207
393,'Jayce**Leona',207
394,'Akshan**Jinx',206
395,'Camille**Nidalee',206
396,'Camille**TwistedFate',206
397,'MissFortune**Yone',206
398,'Nautilus**Yasuo',205
399,'Jinx**Nidalee',205
400,'Qiyana**Vayne',205
401,'Draven**LeeSin',205
402,'Graves**Ziggs',204
403,'Camille**Zed',204
404,'Karma**Vayne',203
405,'Jinx**Zilean',203
406,'Lulu**Sett',203
407,'Aphelios**Yone',203
408,'Jinx**Kayn',202
409,'Jhin**Lulu',202
410,'Leblanc**Nami',202
411,'Blitzcrank**Ezreal',201
412,'Caitlyn**Hecarim',201
413,'Talon**Vex',201
414,'Jax**Lucian',201
415,'Yasuo**Yone',200
416,'Lucian**Rakan',200
417,'Lux**Xayah',200
418,'Irelia**Viktor',200
419,'Draven**Nami',200
420,'Lux**XinZhao',199
421,'Ekko**Yuumi',199
422,'Jhin**Karthus',199
423,'Jhin**Ryze',199
424,'Xerath**Yone',198
425,'Sona**Viego',198
426,'Jhin**Rumble',198
427,'Talon**TwistedFate',197
428,'Lulu**Nidalee',197
429,'Alistar**Jhin',196
430,'Jax**Thresh',196
431,'Jayce**Zed',196
432,'Irelia**Karma',195
433,'Graves**LeeSin',195
434,'Leona**Zed',195
435,'JarvanIV**Jhin',195
436,'Jhin**Trundle',195
437,'Thresh**TwistedFate',195
438,'Jhin**Rengar',195
439,'Karma**Lucian',195
440,'Blitzcrank**Talon',195
441,'LeeSin**Xerath',195
442,'Lux**Sylas',194
443,'Akali**Lulu',194
444,'Viktor**Zed',194
445,'Jhin**Morgana',194
446,'Draven**Yone',193
447,'Fiora**LeeSin',193
448,'MissFortune**Rakan',193
449,'Camille**Pyke',192
450,'Ezreal**Sona',192
451,'Nami**TwistedFate',192
452,'Camille**Draven',192
453,'Fiora**Graves',192
454,'Fiora**Lulu',192
455,'Ezreal**Jax',192
456,'Nidalee**Yasuo',192
457,'Graves**Jax',191
458,'Fiora**Lucian',191
459,'Ezreal**Hecarim',191
460,'MissFortune**Zed',191
461,'Jax**Nami',190
462,'Caitlyn**Nidalee',190
463,'Syndra**Viego',190
464,'Caitlyn**Xerath',190
465,'Graves**Zoe',190
466,'Kennen**LeeSin',189
467,'Blitzcrank**Kaisa',189
468,'Jayce**Karma',189
469,'Sylas**Xayah',189
470,'Jhin**Zyra',189
471,'Nidalee**Thresh',189
472,'Yasuo**Yuumi',188
473,'Ekko**Xayah',188
474,'LeeSin**Ziggs',188
475,'Leblanc**Vayne',188
476,'Ezreal**Sett',188
477,'Nami**Qiyana',188
478,'LeeSin**Pyke',188
479,'Yone**Ziggs',188
480,'Jayce**Nami',188
481,'Ezreal**Fiora',188
482,'Sylas**Yuumi',188
483,'Caitlyn**XinZhao',188
484,'Ezreal**Pyke',188
485,'Jhin**Veigar',188
486,'Jayce**Nidalee',187
487,'Leona**Vayne',187
488,'Graves**Sett',187
489,'Akshan**Lulu',187
490,'Jhin**TahmKench',187
491,'Aphelios**Jayce',187
492,'Jinx**Sona',187
493,'Akali**Lucian',187
494,'Jhin**Malphite',187
495,'Camille**Yone',186
496,'Brand**Jhin',186
497,'Viego**Yasuo',186
498,'Camille**Soraka',186
499,'Soraka**Yone',185
500,'Jax**Talon',185
501,'Galio**Jinx',185
502,'Graves**Viego',185
503,'Ekko**Pyke',185
504,'Ezreal**XinZhao',185
505,'Ezreal**Thresh',185
506,'Lillia**Yone',184
507,'Aphelios**Viktor',184
508,'Nami**Vex',184
509,'Gragas**Jinx',184
510,'Ezreal**TwistedFate',184
511,'Aphelios**Leblanc',184
512,'Karma**Zed',184
513,'Lulu**Tristana',184
514,'Jinx**Syndra',184
515,'Ezreal**Xerath',183
516,'Karma**Yasuo',183
517,'Kaisa**Nautilus',183
518,'Kayn**Lux',183
519,'Draven**Leona',183
520,'Jinx**Vi',183
521,'Caitlyn**Fiora',183
522,'Vayne**XinZhao',183
523,'Hecarim**Rakan',183
524,'LeeSin**Sett',182
525,'Fiora**Viego',182
526,'Karthus**Zed',182
527,'Caitlyn**TwistedFate',182
528,'Karma**Qiyana',182
529,'Blitzcrank**Jayce',182
530,'Graves**Xerath',182
531,'Blitzcrank**Camille',182
532,'Alistar**Yasuo',182
533,'Leona**Samira',181
534,'Kaisa**Yone',181
535,'Blitzcrank**Caitlyn',181
536,'Caitlyn**Soraka',181
537,'Pyke**Viktor',181
538,'Thresh**XinZhao',181
539,'Hecarim**Vayne',181
540,'Jinx**Tryndamere',181
541,'Janna**Jinx',181
542,'Aphelios**Zed',181
543,'Aphelios**Ekko',181
544,'Jhin**Teemo',181
545,'Khazix**Lucian',181
546,'Bard**Graves',180
547,'LeeSin**Zoe',180
548,'Irelia**Leona',180
549,'Ezreal**Nidalee',180
550,'Lux**Sett',180
551,'Ekko**Leona',180
552,'MissFortune**Yuumi',180
553,'Lucian**Thresh',180
554,'Irelia**Xayah',179
555,'Jhin**Maokai',179
556,'Jhin**Zac',179
557,'Jax**Vayne',179
558,'Qiyana**Rakan',179
559,'Draven**Ekko',179
560,'Pyke**Yone',179
561,'Thresh**Vex',179
562,'Aatrox**Lulu',178
563,'Viego**Xerath',178
564,'Ekko**Lux',178
565,'Camille**Xerath',178
566,'MissFortune**Yasuo',178
567,'Caitlyn**Leona',178
568,'Jayce**Xerath',178
569,'Jayce**Leblanc',178
570,'Nami**XinZhao',177
571,'Hecarim**Yuumi',177
572,'Fiora**Thresh',177
573,'Rakan**Vayne',177
574,'Leblanc**MissFortune',177
575,'Jinx**Zac',177
576,'Pyke**Vayne',177
577,'Jinx**Khazix',177
578,'Jinx**Yuumi',176
579,'Yone**Zed',176
580,'Evelynn**Jhin',176
581,'Ezreal**Lulu',176
582,'Caitlyn**Kassadin',176
583,'Ezreal**Khazix',176
584,'Kayn**Lucian',176
585,'Leona**Sylas',175
586,'Jhin**Lillia',175
587,'Graves**Vladimir',175
588,'Pyke**Talon',175
589,'Jinx**Nami',175
590,'Jhin**Nunu',175
591,'Irelia**MissFortune',175
592,'Graves**Katarina',174
593,'Khazix**Lux',174
594,'Blitzcrank**Viego',174
595,'Akali**Vayne',174
596,'Lucian**Sett',174
597,'Camille**Karthus',174
598,'Leona**Nidalee',174
599,'Jax**Viktor',173
600,'Jinx**Poppy',173
601,'Jinx**Zoe',173
602,'Pyke**Viego',173
603,'Akshan**Ekko',173
604,'Jinx**Pyke',173
605,'Kayn**Lulu',172
606,'Irelia**Yuumi',172
607,'Jinx**Katarina',172
608,'Akshan**Lux',172
609,'Syndra**Thresh',172
610,'Graves**Karthus',171
611,'Ezreal**Tryndamere',171
612,'Aphelios**Lux',171
613,'LeeSin**Soraka',171
614,'Soraka**Viego',171
615,'Karthus**Yasuo',171
616,'MissFortune**Thresh',171
617,'Syndra**Talon',170
618,'Sona**Yone',170
619,'LeeSin**Vladimir',170
620,'Graves**Kennen',170
621,'Leblanc**Rakan',170
622,'Ezreal**Kayn',169
623,'Leona**Yasuo',169
624,'Camille**Hecarim',169
625,'Bard**Camille',169
626,'Aphelios**Irelia',169
627,'Hecarim**Nami',169
628,'Kassadin**Viego',169
629,'Blitzcrank**Draven',168
630,'Graves**Samira',168
631,'Leblanc**Leona',168
632,'Jayce**Vex',168
633,'Graves**Janna',168
634,'Talon**Yasuo',168
635,'Viktor**Yasuo',167
636,'Draven**Pyke',167
637,'Draven**Viego',167
638,'Leblanc**Xayah',167
639,'Caitlyn**Kayn',167
640,'Nautilus**Viego',167
641,'Fiora**Nami',167
642,'Gragas**Graves',167
643,'Jinx**Vladimir',167
644,'Ekko**Fiora',167
645,'Ekko**Talon',166
646,'Vex**Yone',166
647,'MissFortune**Vex',166
648,'Sett**Vayne',166
649,'Gragas**Yone',166
650,'Graves**Zilean',166
651,'Nautilus**Yone',166
652,'Lucian**Poppy',165
653,'Sylas**Yone',165
654,'Caitlyn**Khazix',165
655,'Hecarim**Sylas',165
656,'Hecarim**Vex',165
657,'Draven**Talon',164
658,'Talon**Ziggs',164
659,'Camille**Syndra',164
660,'Nidalee**Vayne',164
661,'Lucian**XinZhao',164
662,'Irelia**Sylas',164
663,'Malphite**Yasuo',164
664,'Evelynn**Yone',164
665,'Akali**Rakan',164
666,'Kaisa**Leona',164
667,'Caitlyn**Pyke',164
668,'LeeSin**Zilean',163
669,'Jinx**Nautilus',163
670,'LeeSin**Nautilus',163
671,'Ezreal**Vladimir',163
672,'Jhin**Taliyah',163
673,'Graves**Twitch',163
674,'MissFortune**Qiyana',163
675,'Jhin**Senna',163
676,'Jhin**RekSai',163
677,'Graves**Zed',163
678,'Jhin**Vi',163
679,'Jayce**Yasuo',163
680,'Kaisa**Thresh',163
681,'Jinx**Shen',162
682,'Bard**LeeSin',162
683,'Jinx**Kindred',162
684,'Blitzcrank**Zed',162
685,'Graves**Veigar',162
686,'Ezreal**Leona',162
687,'Yone**Zilean',161
688,'Jayce**Karthus',161
689,'Yasuo**Ziggs',161
690,'TwistedFate**Vayne',161
691,'Blitzcrank**Yasuo',161
692,'Ekko**Sett',161
693,'Draven**Irelia',161
694,'Graves**Senna',161
695,'Blitzcrank**Lucian',161
696,'Nautilus**Viktor',160
697,'Gwen**Jinx',160
698,'Graves**Malphite',160
699,'Nautilus**Samira',160
700,'Corki**Jhin',160
701,'Jinx**Xerath',160
702,'Ezreal**Kassadin',160
703,'Soraka**Talon',160
704,'Camille**Kindred',159
705,'Rakan**Vex',159
706,'Kassadin**Lulu',159
707,'Lulu**Xayah',159
708,'Yuumi**Zed',159
709,'Jax**Viego',159
710,'Jhin**Sion',159
711,'Jhin**Urgot',158
712,'Camille**XinZhao',158
713,'Lulu**Poppy',158
714,'Viktor**Yuumi',158
715,'Fiora**Talon',158
716,'Qiyana**Yuumi',158
717,'Kayn**Nami',158
718,'Katarina**LeeSin',158
719,'Kassadin**LeeSin',158
720,'Hecarim**Thresh',158
721,'Camille**Kaisa',157
722,'Bard**Viego',157
723,'Rell**Samira',157
724,'Karma**Leblanc',157
725,'Ezreal**Kindred',157
726,'Khazix**Lulu',157
727,'Akali**Nami',157
728,'Jax**Zed',157
729,'Jinx**Kennen',156
730,'Camille**Khazix',156
731,'Xayah**Zed',156
732,'Rakan**TwistedFate',156
733,'Jhin**Singed',156
734,'Aphelios**Vex',156
735,'Sylas**Zed',156
736,'Sett**Thresh',156
737,'Ezreal**Poppy',155
738,'Nidalee**Renekton',155
739,'Aphelios**Qiyana',155
740,'Fiora**MissFortune',155
741,'Caitlyn**Poppy',155
742,'Blitzcrank**Ekko',155
743,'Jinx**Trundle',155
744,'Soraka**Viktor',154
745,'Irelia**Karthus',154
746,'Jax**Rakan',154
747,'Akshan**LeeSin',154
748,'Leona**Xayah',154
749,'Gragas**Lucian',154
750,'Jax**Karma',154
751,'Kaisa**LeeSin',153
752,'Nami**Xayah',153
753,'DrMundo**Jhin',153
754,'Lux**Poppy',153
755,'Karma**Sylas',153
756,'Khazix**Viktor',152
757,'Ezreal**JarvanIV',152
758,'Hecarim**Karma',152
759,'Ezreal**Shaco',152
760,'Aatrox**Graves',152
761,'Jayce**MissFortune',152
762,'Jayce**Yuumi',152
763,'Talon**Xerath',152
764,'Ekko**Karma',152
765,'Graves**Talon',152
766,'LeeSin**Riven',151
767,'Caitlyn**Sett',151
768,'Gwen**Viego',151
769,'Gwen**LeeSin',151
770,'Ezreal**Syndra',151
771,'Leblanc**Lux',151
772,'Nidalee**Zed',151
773,'Jinx**Renekton',151
774,'Alistar**Graves',150
775,'JarvanIV**Jinx',150
776,'Rakan**XinZhao',150
777,'LeeSin**Sona',150
778,'Camille**Twitch',150
779,'XinZhao**Yone',150
780,'Aatrox**Ekko',150
781,'Ezreal**Janna',150
782,'Camille**Nautilus',150
783,'Akshan**Caitlyn',150
784,'Lulu**Lux',150
785,'Pyke**Yasuo',150
786,'Hecarim**Leblanc',150
787,'Jayce**TwistedFate',149
788,'Rakan**Ziggs',149
789,'Graves**Morgana',149
790,'Hecarim**Viktor',149
791,'Aatrox**Lucian',149
792,'Leblanc**XinZhao',149
793,'Katarina**Lulu',149
794,'Amumu**MissFortune',149
795,'Bard**Talon',149
796,'Leblanc**Yuumi',149
797,'Aphelios**TwistedFate',149
798,'Kassadin**Thresh',149
799,'Khazix**Vayne',149
800,'Camille**Kassadin',149
801,'TwistedFate**Xayah',148
802,'Darius**Ezreal',148
803,'Katarina**Thresh',148
804,'Kassadin**Vayne',148
805,'Jinx**Lillia',148
806,'Leona**Lucian',148
807,'Lulu**Vladimir',148
808,'Jayce**Yone',148
809,'Gwen**Lucian',148
810,'Vayne**Vladimir',147
811,'Fiora**Rakan',147
812,'Camille**Zoe',147
813,'Galio**Viego',147
814,'Lux**Vex',147
815,'Draven**Lux',147
816,'Ezreal**Katarina',147
817,'Leona**Vex',147
818,'Ekko**Kaisa',147
819,'Camille**Sona',146
820,'Khazix**Nami',146
821,'Karma**MissFortune',146
822,'Darius**Jinx',146
823,'Irelia**Pyke',146
824,'Viktor**Xayah',146
825,'Lulu**Syndra',146
826,'Galio**Talon',146
827,'Ezreal**Gragas',145
828,'Kennen**Lucian',145
829,'Diana**Jhin',145
830,'Anivia**Jhin',145
831,'Lux**Rengar',145
832,'Ekko**Tryndamere',145
833,'Graves**Qiyana',145
834,'JarvanIV**MissFortune',145
835,'Ezreal**Zilean',145
836,'Nidalee**Rakan',145
837,'Sett**Talon',145
838,'Karthus**Pyke',145
839,'Sona**Talon',145
840,'Ekko**Jax',145
841,'Khazix**Sylas',145
842,'Nautilus**Talon',144
843,'Caitlyn**Janna',144
844,'Vex**Xayah',144
845,'Fiora**Zed',144
846,'Caitlyn**Tryndamere',144
847,'Blitzcrank**Sylas',144
848,'Kayn**Viktor',144
849,'Janna**Viego',144
850,'Kennen**Viego',144
851,'Kayn**Thresh',144
852,'Caitlyn**Sona',144
853,'Lulu**Zac',143
854,'Kayn**Vayne',143
855,'Camille**Katarina',143
856,'Kennen**Talon',143
857,'Leona**Qiyana',143
858,'LeeSin**Ryze',143
859,'Khazix**Thresh',143
860,'Kassadin**Talon',143
861,'Lucian**Syndra',143
862,'Caitlyn**Kindred',143
863,'Jinx**TahmKench',143
864,'Aatrox**Jinx',143
865,'Talon**Zilean',143
866,'Jinx**Rengar',143
867,'Jax**Sylas',143
868,'Kassadin**Nami',142
869,'Jinx**Malphite',142
870,'Sylas**Yasuo',142
871,'Sett**Viego',142
872,'Akali**Yone',142
873,'Lulu**Tryndamere',142
874,'Bard**Yone',142
875,'Graves**Seraphine',141
876,'Qiyana**Yone',141
877,'Ezreal**Zoe',141
878,'Kaisa**Viego',141
879,'Ekko**Soraka',141
880,'Akshan**Nami',141
881,'Jayce**XinZhao',141
882,'Katarina**Lucian',141
883,'Graves**Ryze',141
884,'Gragas**Lulu',141
885,'Galio**Lucian',140
886,'Akshan**Karthus',140
887,'Viego**Zoe',140
888,'Aphelios**Jax',140
889,'Qiyana**Viktor',140
890,'Caitlyn**Katarina',140
891,'LeeSin**Twitch',140
892,'Viego**Ziggs',140
893,'Syndra**Yone',140
894,'Aphelios**XinZhao',140
895,'Akali**Zed',140
896,'Fiora**Vayne',140
897,'Draven**Viktor',140
898,'Fiora**Leona',139
899,'Vi**Viktor',139
900,'Ahri**Jhin',139
901,'Hecarim**Yasuo',139
902,'Kayn**Sylas',139
903,'Jax**Leblanc',139
904,'Katarina**Viego',139
905,'Hecarim**Xayah',139
906,'Nami**Sett',139
907,'Lux**Tryndamere',139
908,'Viego**Vladimir',138
909,'Graves**Shen',138
910,'Qiyana**Xayah',138
911,'MissFortune**Sett',138
912,'Camille**Kayn',138
913,'Soraka**Zed',138
914,'FiddleSticks**Jhin',138
915,'Aatrox**Ezreal',138
916,'Lux**Nami',138
917,'Ekko**Nautilus',137
918,'Gangplank**Jhin',137
919,'Thresh**Xayah',137
920,'Janna**Talon',137
921,'Lucian**Sona',137
922,'Camille**Ziggs',137
923,'Camille**Evelynn',137
924,'Irelia**Qiyana',137
925,'Jayce**Pyke',137
926,'Shen**Talon',137
927,'Talon**Twitch',137
928,'Kennen**Yone',137
929,'Hecarim**Jayce',137
930,'Nami**Nidalee',137
