,Champion,Against,VS. Times,VS. Won,VS. Win Rate
4422,Hecarim,Blitzcrank,204,97,47.549019607843135
4423,Diana,Viego,196,97,49.48979591836735
4424,Twitch,Leblanc,181,97,53.591160220994475
4425,Vayne,Nunu,196,97,49.48979591836735
4426,Brand,Graves,204,97,47.549019607843135
4427,Graves,FiddleSticks,201,97,48.258706467661696
4428,Irelia,Katarina,211,97,45.97156398104265
4429,Lux,Corki,189,97,51.32275132275132
4430,Viktor,DrMundo,177,97,54.80225988700565
4431,Jinx,Brand,190,97,51.05263157894737
4432,XinZhao,Hecarim,182,97,53.2967032967033
4433,Katarina,Nami,223,97,43.49775784753363
4434,Aatrox,Irelia,201,97,48.258706467661696
4435,Warwick,Caitlyn,195,97,49.743589743589745
4436,Amumu,Graves,200,97,48.5
4437,Urgot,Graves,203,97,47.783251231527096
4438,Senna,Xayah,184,97,52.71739130434783
4439,Fiora,Soraka,195,97,49.743589743589745
4440,Evelynn,Irelia,165,97,58.78787878787879
4441,Sylas,Zac,193,97,50.259067357512954
4442,Rengar,Jinx,225,97,43.111111111111114
4443,Jinx,Evelynn,210,97,46.19047619047619
4444,Elise,Graves,212,97,45.75471698113208
4445,Rengar,Rakan,200,97,48.5
4446,Gragas,Vex,191,97,50.78534031413613
4447,Rengar,Ekko,181,97,53.591160220994475
4448,Karma,Morgana,170,97,57.05882352941176
4449,Maokai,Lucian,164,97,59.14634146341463
4450,Viego,Singed,204,97,47.549019607843135
4451,Taliyah,Viego,193,97,50.259067357512954
4452,Soraka,Rakan,194,97,50.0
4453,Soraka,Qiyana,204,97,47.549019607843135
4454,Ahri,Yone,188,97,51.59574468085106
4455,Kayle,Yone,186,97,52.1505376344086
4456,Irelia,Morgana,188,97,51.59574468085106
4457,Ezreal,Renekton,200,97,48.5
4458,Ekko,Gwen,180,97,53.888888888888886
4459,Katarina,Zed,188,97,51.59574468085106
4460,Zed,Ryze,167,97,58.08383233532935
4461,Zilean,Bard,168,97,57.738095238095234
4462,Maokai,Graves,215,97,45.11627906976744
4463,Graves,Chogath,191,97,50.78534031413613
4464,Vayne,Ornn,184,97,52.71739130434783
4465,Hecarim,Xerath,181,97,53.591160220994475
4466,Zed,Zoe,233,97,41.63090128755365
4467,Yuumi,Darius,200,97,48.5
4468,Bard,Pyke,193,97,50.259067357512954
4469,Rakan,Soraka,194,97,50.0
4470,Caitlyn,Trundle,235,97,41.27659574468085
4471,Caitlyn,Tristana,191,97,50.78534031413613
4472,Thresh,TahmKench,195,97,49.743589743589745
4473,Ziggs,Nami,204,97,47.549019607843135
4474,Blitzcrank,Khazix,179,96,53.63128491620112
4475,Hecarim,Jax,200,96,48.0
4476,Orianna,Yone,196,96,48.97959183673469
4477,Yuumi,Karthus,185,96,51.891891891891895
4478,Zac,Sylas,193,96,49.740932642487046
4479,Ezreal,Trundle,212,96,45.28301886792453
4480,Katarina,Yuumi,202,96,47.524752475247524
4481,Jinx,Volibear,182,96,52.74725274725275
4482,Leblanc,Kindred,166,96,57.831325301204814
4483,Draven,Nidalee,185,96,51.891891891891895
4484,Viego,Rumble,183,96,52.459016393442624
4485,Karma,Poppy,179,96,53.63128491620112
4486,Zilean,Qiyana,209,96,45.933014354066984
4487,Nasus,Jhin,194,96,49.48453608247423
4488,Rakan,Tristana,186,96,51.61290322580645
4489,Chogath,Caitlyn,175,96,54.85714285714286
4490,TwistedFate,Pyke,205,96,46.82926829268293
4491,Alistar,Blitzcrank,170,96,56.470588235294116
4492,Talon,Nunu,160,96,60.0
4493,Katarina,Akali,185,96,51.891891891891895
4494,Jax,Gwen,164,96,58.536585365853654
4495,Sylas,Tristana,167,96,57.48502994011976
4496,Aphelios,Kindred,210,96,45.714285714285715
4497,Leblanc,Janna,182,96,52.74725274725275
4498,Camille,Nocturne,166,96,57.831325301204814
4499,Vayne,Teemo,187,96,51.33689839572193
4500,Veigar,Camille,224,96,42.857142857142854
4501,MissFortune,Zilean,177,96,54.23728813559322
4502,Janna,Ekko,178,96,53.93258426966292
4503,Blitzcrank,Katarina,192,96,50.0
4504,Sett,Karma,210,96,45.714285714285715
4505,Yasuo,Rengar,204,96,47.05882352941176
4506,Karma,Khazix,179,96,53.63128491620112
4507,XinZhao,Akali,198,96,48.484848484848484
4508,Lulu,Morgana,183,96,52.459016393442624
4509,Morgana,Rakan,187,96,51.33689839572193
4510,Evelynn,Thresh,176,96,54.54545454545454
4511,Leblanc,Sett,209,96,45.933014354066984
4512,Vayne,Orianna,155,96,61.935483870967744
4513,Thresh,Teemo,170,96,56.470588235294116
4514,Amumu,LeeSin,174,96,55.172413793103445
4515,Viktor,Darius,185,96,51.891891891891895
4516,Katarina,Blitzcrank,192,96,50.0
4517,Cassiopeia,Jinx,188,96,51.06382978723404
4518,MissFortune,Khazix,218,96,44.03669724770643
4519,Viego,Taliyah,193,96,49.740932642487046
4520,Yuumi,Malphite,185,96,51.891891891891895
4521,Qiyana,Gwen,190,96,50.526315789473685
4522,Vex,Fiora,205,96,46.82926829268293
4523,Taliyah,Lulu,179,96,53.63128491620112
4524,MissFortune,Karthus,217,96,44.23963133640553
4525,Hecarim,TwistedFate,195,96,49.23076923076923
4526,Qiyana,Riven,153,96,62.745098039215684
4527,Karma,Fiora,224,96,42.857142857142854
4528,MissFortune,Xerath,210,96,45.714285714285715
4529,Zed,Poppy,172,96,55.81395348837209
4530,Aphelios,Kayn,211,96,45.497630331753555
4531,Irelia,Samira,190,96,50.526315789473685
4532,Aphelios,Janna,198,96,48.484848484848484
4533,Taliyah,Jinx,187,96,51.33689839572193
4534,Lulu,Ashe,209,96,45.933014354066984
4535,Senna,Aphelios,172,96,55.81395348837209
4536,Nami,Gangplank,160,96,60.0
4537,MonkeyKing,Jinx,196,96,48.97959183673469
4538,Khazix,Akali,168,96,57.14285714285714
4539,Vladimir,Jayce,212,96,45.28301886792453
4540,Poppy,Sett,178,96,53.93258426966292
4541,Pyke,Bard,193,96,49.740932642487046
4542,Braum,Graves,199,96,48.24120603015075
4543,Nami,Samira,177,96,54.23728813559322
4544,Kaisa,Pyke,188,96,51.06382978723404
4545,Lulu,Orianna,194,96,49.48453608247423
4546,Vladimir,Rakan,200,96,48.0
4547,Tryndamere,Akali,179,96,53.63128491620112
4548,Yuumi,Senna,201,96,47.76119402985074
4549,Karthus,Zilean,168,96,57.14285714285714
4550,Veigar,Vayne,205,96,46.82926829268293
4551,Jax,Kayn,178,96,53.93258426966292
4552,Akali,Vex,224,96,42.857142857142854
4553,Nidalee,TwistedFate,199,95,47.73869346733669
4554,Blitzcrank,Soraka,193,95,49.22279792746114
4555,Kindred,Leona,192,95,49.47916666666667
4556,RekSai,Talon,197,95,48.223350253807105
4557,Vayne,Zoe,184,95,51.63043478260869
4558,Rengar,Xayah,159,95,59.74842767295597
4559,Vayne,Chogath,174,95,54.59770114942529
4560,Hecarim,Fiora,187,95,50.80213903743316
4561,Riven,Irelia,182,95,52.197802197802204
4562,Lillia,Talon,190,95,50.0
4563,Khazix,Soraka,180,95,52.77777777777778
4564,Corki,Ezreal,187,95,50.80213903743316
4565,Caitlyn,Sion,203,95,46.79802955665024
4566,Lillia,Yone,207,95,45.893719806763286
4567,Ezreal,RekSai,207,95,45.893719806763286
4568,Yasuo,Veigar,185,95,51.35135135135135
4569,Rengar,Nami,186,95,51.075268817204304
4570,Shaco,Ekko,168,95,56.547619047619044
4571,Xayah,Galio,209,95,45.45454545454545
4572,MissFortune,Sona,206,95,46.116504854368934
4573,Lux,Garen,193,95,49.22279792746114
4574,Caitlyn,Nunu,198,95,47.97979797979798
4575,Kassadin,Draven,175,95,54.285714285714285
4576,LeeSin,MonkeyKing,183,95,51.91256830601093
4577,Draven,Xerath,168,95,56.547619047619044
4578,Qiyana,Sona,187,95,50.80213903743316
4579,Lucian,Ashe,206,95,46.116504854368934
4580,Graves,Fizz,166,95,57.22891566265061
4581,Nautilus,Jax,208,95,45.67307692307692
4582,Ziggs,Vayne,207,95,45.893719806763286
4583,Vladimir,Xayah,179,95,53.072625698324025
4584,Talon,Lillia,190,95,50.0
4585,Draven,TwistedFate,193,95,49.22279792746114
4586,Irelia,Shen,177,95,53.672316384180796
4587,Shen,Qiyana,174,95,54.59770114942529
4588,Sylas,Zoe,196,95,48.46938775510204
4589,Karma,Gragas,208,95,45.67307692307692
4590,Hecarim,Bard,178,95,53.37078651685393
4591,Draven,Karthus,194,95,48.96907216494845
4592,Sona,Pyke,175,95,54.285714285714285
4593,Diana,Nami,200,95,47.5
4594,Xerath,Leona,193,95,49.22279792746114
4595,Trundle,Rakan,179,95,53.072625698324025
4596,Ezreal,Pantheon,196,95,48.46938775510204
4597,Karma,Blitzcrank,185,95,51.35135135135135
4598,Soraka,Twitch,186,95,51.075268817204304
4599,JarvanIV,Ekko,200,95,47.5
4600,Aphelios,Renekton,203,95,46.79802955665024
4601,Bard,Jax,172,95,55.23255813953488
4602,Yone,Veigar,194,95,48.96907216494845
4603,Lucian,RekSai,204,95,46.568627450980394
4604,JarvanIV,Qiyana,181,95,52.48618784530387
4605,Fiora,Karthus,184,95,51.63043478260869
4606,Trundle,Viktor,201,95,47.2636815920398
4607,Seraphine,Caitlyn,180,95,52.77777777777778
4608,Darius,Sylas,171,95,55.55555555555556
4609,Lux,Lillia,223,95,42.600896860986545
4610,Kassadin,Yuumi,178,95,53.37078651685393
4611,Jax,Kassadin,171,95,55.55555555555556
4612,Gangplank,Lulu,178,95,53.37078651685393
4613,MasterYi,Jinx,197,95,48.223350253807105
4614,Rumble,Caitlyn,165,95,57.57575757575758
4615,Draven,Sona,175,95,54.285714285714285
4616,Veigar,Nami,208,95,45.67307692307692
4617,Tryndamere,Yuumi,163,95,58.282208588957054
4618,Katarina,Xayah,175,94,53.714285714285715
4619,Lucian,Evelynn,208,94,45.19230769230769
4620,Katarina,Leona,178,94,52.80898876404494
4621,Thresh,Orianna,187,94,50.26737967914438
4622,Pyke,Poppy,185,94,50.810810810810814
4623,Leona,Sona,181,94,51.93370165745856
4624,Tristana,Caitlyn,191,94,49.21465968586388
4625,Sett,Kaisa,183,94,51.36612021857923
4626,Seraphine,LeeSin,210,94,44.761904761904766
4627,Ezreal,Evelynn,203,94,46.30541871921182
4628,Sett,Gragas,154,94,61.038961038961034
4629,Lulu,Corki,186,94,50.53763440860215
4630,Qiyana,Syndra,186,94,50.53763440860215
4631,Nami,Ryze,184,94,51.08695652173913
4632,Yone,Singed,192,94,48.95833333333333
4633,Lissandra,LeeSin,162,94,58.0246913580247
4634,Shaco,Lulu,210,94,44.761904761904766
4635,Zac,Yasuo,197,94,47.71573604060914
4636,Vex,Nautilus,177,94,53.10734463276836
4637,RekSai,Thresh,172,94,54.65116279069767
4638,Darius,Rakan,171,94,54.97076023391813
4639,Hecarim,Katarina,166,94,56.62650602409639
4640,Yone,Corki,187,94,50.26737967914438
4641,Diana,LeeSin,174,94,54.02298850574713
4642,Gwen,Qiyana,190,94,49.473684210526315
4643,Kassadin,MissFortune,182,94,51.64835164835166
4644,Evelynn,Camille,185,94,50.810810810810814
4645,Ekko,Zoe,178,94,52.80898876404494
4646,Karma,Twitch,188,94,50.0
4647,Vi,Ekko,159,94,59.11949685534591
4648,LeeSin,Ashe,221,94,42.53393665158371
4649,Zoe,Irelia,185,94,50.810810810810814
4650,Thresh,Sion,175,94,53.714285714285715
4651,Rell,Viego,176,94,53.40909090909091
4652,Vayne,Singed,160,94,58.75
4653,Graves,Gnar,160,94,58.75
4654,Ekko,Teemo,199,94,47.23618090452261
4655,Yasuo,Trundle,202,94,46.53465346534654
4656,Talon,Rengar,223,94,42.152466367713004
4657,Chogath,Graves,191,94,49.21465968586388
4658,Sylas,Bard,195,94,48.205128205128204
4659,Zoe,Yuumi,173,94,54.33526011560693
4660,Vex,Gragas,191,94,49.21465968586388
4661,Fiora,Kaisa,171,94,54.97076023391813
4662,Chogath,Jinx,216,94,43.51851851851852
4663,Irelia,Gragas,210,94,44.761904761904766
4664,Yuumi,Gwen,158,94,59.49367088607595
4665,Lux,Tristana,207,94,45.410628019323674
4666,Viktor,Katarina,194,94,48.45360824742268
4667,Leblanc,Kennen,182,94,51.64835164835166
4668,Ekko,Ryze,175,94,53.714285714285715
4669,Yuumi,Xerath,193,94,48.704663212435236
4670,Yone,Vi,204,94,46.07843137254902
4671,Samira,Irelia,190,94,49.473684210526315
4672,MissFortune,Janna,176,94,53.40909090909091
4673,Nautilus,Xayah,204,94,46.07843137254902
4674,Samira,Sylas,193,94,48.704663212435236
4675,Nocturne,Viego,195,94,48.205128205128204
4676,Karma,Bard,204,94,46.07843137254902
4677,Evelynn,Talon,196,94,47.95918367346938
4678,Twitch,Karma,188,94,50.0
4679,Ziggs,Zed,192,94,48.95833333333333
4680,Sett,Aatrox,175,94,53.714285714285715
4681,Yuumi,Aatrox,184,94,51.08695652173913
4682,Galio,Viktor,182,94,51.64835164835166
4683,Pyke,XinZhao,174,94,54.02298850574713
4684,Sona,Blitzcrank,157,94,59.87261146496815
4685,Sylas,Kindred,214,94,43.925233644859816
4686,Vayne,Riven,184,94,51.08695652173913
4687,Zoe,Xayah,175,93,53.142857142857146
4688,Viktor,Shaco,183,93,50.81967213114754
4689,Brand,Yasuo,166,93,56.024096385542165
4690,TwistedFate,Poppy,179,93,51.955307262569825
4691,Vex,Gwen,174,93,53.44827586206896
4692,Pyke,Tryndamere,180,93,51.66666666666667
4693,Soraka,Vex,177,93,52.54237288135594
4694,Brand,Jinx,190,93,48.94736842105264
4695,Teemo,Lulu,211,93,44.07582938388626
4696,LeeSin,Trundle,215,93,43.25581395348837
4697,Viego,Morgana,198,93,46.96969696969697
4698,Twitch,Zed,211,93,44.07582938388626
4699,Twitch,Rakan,199,93,46.733668341708544
4700,Thresh,Seraphine,166,93,56.024096385542165
4701,Vladimir,Sylas,192,93,48.4375
4702,Lucian,Rumble,200,93,46.5
4703,Twitch,Yuumi,212,93,43.86792452830189
4704,Ryze,Talon,235,93,39.57446808510638
4705,Jinx,Urgot,191,93,48.69109947643979
4706,Khazix,Jax,178,93,52.24719101123596
4707,Riven,Leblanc,171,93,54.385964912280706
4708,Kennen,Vex,163,93,57.05521472392638
4709,Kindred,Sett,165,93,56.36363636363636
4710,Caitlyn,MasterYi,170,93,54.70588235294118
4711,MissFortune,XinZhao,206,93,45.14563106796117
4712,Irelia,Ziggs,182,93,51.098901098901095
4713,RekSai,Lulu,200,93,46.5
4714,Nunu,Lux,202,93,46.03960396039604
4715,Ezreal,Taliyah,200,93,46.5
4716,Kaisa,Qiyana,208,93,44.71153846153847
4717,Cassiopeia,Lucian,182,93,51.098901098901095
4718,Yasuo,Riven,226,93,41.150442477876105
4719,Anivia,Lux,166,93,56.024096385542165
4720,Yuumi,Vladimir,199,93,46.733668341708544
4721,Orianna,Thresh,187,93,49.73262032085562
4722,Sona,Vex,184,93,50.54347826086957
4723,Irelia,Shaco,182,93,51.098901098901095
4724,Brand,Lux,218,93,42.6605504587156
4725,Lillia,Aphelios,175,93,53.142857142857146
4726,Malphite,Nami,191,93,48.69109947643979
4727,Corki,Yone,187,93,49.73262032085562
4728,Rumble,Lux,182,93,51.098901098901095
4729,Graves,Rell,183,93,50.81967213114754
4730,Aphelios,Khazix,204,93,45.588235294117645
4731,Renekton,Nami,182,93,51.098901098901095
4732,Sion,Yasuo,198,93,46.96969696969697
4733,Warwick,Yone,175,93,53.142857142857146
4734,Qiyana,Vladimir,192,93,48.4375
4735,Yone,Maokai,178,93,52.24719101123596
4736,Darius,Sett,155,93,60.0
4737,Viktor,Sona,224,93,41.517857142857146
4738,Graves,Pantheon,176,93,52.84090909090909
4739,Bard,Yuumi,164,93,56.70731707317073
4740,Jax,Malphite,195,93,47.69230769230769
4741,Vi,Zed,160,93,58.12500000000001
4742,Mordekaiser,Jhin,201,93,46.26865671641791
4743,Sett,Fiora,198,93,46.96969696969697
4744,JarvanIV,Talon,205,93,45.36585365853659
4745,DrMundo,Caitlyn,181,93,51.38121546961326
4746,Aphelios,Poppy,213,93,43.66197183098591
4747,Cassiopeia,Sylas,156,93,59.61538461538461
4748,Draven,Hecarim,205,92,44.87804878048781
4749,Jax,Tryndamere,208,92,44.230769230769226
4750,Lillia,Camille,190,92,48.421052631578945
4751,Cassiopeia,Lux,172,92,53.48837209302325
4752,Yasuo,Malphite,217,92,42.3963133640553
4753,Ezreal,Corki,187,92,49.19786096256685
4754,Vladimir,MissFortune,183,92,50.27322404371585
4755,Nami,Tristana,191,92,48.167539267015705
4756,FiddleSticks,Lulu,160,92,57.49999999999999
4757,XinZhao,Vex,184,92,50.0
4758,FiddleSticks,Camille,161,92,57.14285714285714
4759,Sona,Qiyana,187,92,49.19786096256685
4760,Jinx,Cassiopeia,188,92,48.93617021276596
4761,Leblanc,Khazix,196,92,46.93877551020408
4762,Pyke,Akshan,192,92,47.91666666666667
4763,Pyke,Kaisa,188,92,48.93617021276596
4764,Irelia,Rengar,182,92,50.54945054945055
4765,Ekko,Samira,181,92,50.82872928176796
4766,Fiora,Hecarim,187,92,49.19786096256685
4767,Aatrox,Rakan,198,92,46.464646464646464
4768,Irelia,Trundle,175,92,52.57142857142857
4769,Sylas,Veigar,170,92,54.11764705882353
4770,Kindred,Rakan,190,92,48.421052631578945
4771,Karma,Riven,177,92,51.9774011299435
4772,Viktor,Renekton,170,92,54.11764705882353
4773,Trundle,Leona,154,92,59.74025974025974
4774,Syndra,Jax,191,92,48.167539267015705
4775,Katarina,Rakan,198,92,46.464646464646464
4776,Alistar,Rakan,197,92,46.7005076142132
4777,Syndra,Qiyana,186,92,49.46236559139785
4778,Sylas,Senna,200,92,46.0
4779,Sylas,Riven,176,92,52.27272727272727
4780,Leblanc,Kayn,210,92,43.80952380952381
4781,Corki,Lux,189,92,48.67724867724868
4782,Graves,DrMundo,203,92,45.320197044334975
4783,RekSai,Irelia,158,92,58.22784810126582
4784,Kayn,Sylas,213,92,43.1924882629108
4785,Samira,Camille,201,92,45.77114427860697
4786,Morgana,Camille,198,92,46.464646464646464
4787,TahmKench,Sylas,172,92,53.48837209302325
4788,Viktor,Riven,157,92,58.59872611464968
4789,Ezreal,Ahri,162,92,56.79012345679012
4790,Karthus,Sett,162,92,56.79012345679012
4791,Graves,Anivia,164,92,56.09756097560976
4792,Qiyana,Akshan,224,92,41.07142857142857
4793,Karma,JarvanIV,164,92,56.09756097560976
4794,Maokai,Jinx,180,92,51.11111111111111
4795,Leona,Riven,180,92,51.11111111111111
4796,Fiora,Aatrox,167,92,55.08982035928144
4797,Vex,XinZhao,184,92,50.0
4798,Leona,Ziggs,190,92,48.421052631578945
4799,DrMundo,Viego,179,92,51.39664804469274
4800,Tryndamere,Vex,178,92,51.68539325842697
4801,Senna,Karma,179,92,51.39664804469274
4802,Vayne,Corki,172,92,53.48837209302325
4803,Camille,RekSai,183,92,50.27322404371585
4804,Draven,Senna,174,92,52.87356321839081
4805,Khazix,Sett,175,92,52.57142857142857
4806,Bard,Leona,197,92,46.7005076142132
4807,Rell,Lucian,182,92,50.54945054945055
4808,Riven,Aphelios,172,92,53.48837209302325
4809,Sylas,Ziggs,203,92,45.320197044334975
4810,Jayce,Darius,162,92,56.79012345679012
4811,Sylas,Seraphine,164,92,56.09756097560976
4812,Anivia,LeeSin,173,92,53.179190751445084
4813,Kindred,Qiyana,178,92,51.68539325842697
4814,Lux,Ahri,159,92,57.861635220125784
4815,Ashe,Viego,200,92,46.0
4816,Corki,Lulu,186,92,49.46236559139785
4817,Yuumi,Syndra,179,92,51.39664804469274
4818,Zoe,Leona,199,92,46.231155778894475
4819,Akshan,Draven,174,92,52.87356321839081
4820,Leona,Senna,170,92,54.11764705882353
4821,Jax,Twitch,160,92,57.49999999999999
4822,Xayah,Riven,178,92,51.68539325842697
4823,JarvanIV,Zed,203,92,45.320197044334975
4824,DrMundo,Jayce,166,92,55.42168674698795
4825,Leblanc,Zoe,197,92,46.7005076142132
4826,Diana,Jinx,194,92,47.42268041237113
4827,Karma,Kennen,178,92,51.68539325842697
4828,LeeSin,Nocturne,196,92,46.93877551020408
4829,Xerath,Senna,148,92,62.16216216216216
4830,Nami,Vi,178,92,51.68539325842697
4831,Graves,Warwick,172,92,53.48837209302325
4832,Jinx,Taliyah,187,91,48.663101604278076
4833,Yone,Chogath,193,91,47.15025906735752
4834,Darius,Aphelios,172,91,52.90697674418605
4835,Tristana,Irelia,174,91,52.29885057471264
4836,Zilean,Kaisa,140,91,65.0
4837,TahmKench,Yasuo,173,91,52.601156069364166
4838,MissFortune,Vladimir,183,91,49.72677595628415
4839,Teemo,Vayne,187,91,48.663101604278076
4840,Evelynn,Nami,161,91,56.52173913043478
4841,Kaisa,Blitzcrank,191,91,47.64397905759162
4842,RekSai,Camille,183,91,49.72677595628415
4843,Ekko,Veigar,181,91,50.27624309392266
4844,Sivir,Jhin,181,91,50.27624309392266
4845,Viktor,Singed,152,91,59.86842105263158
4846,Shen,Zed,197,91,46.192893401015226
4847,Shen,Viktor,203,91,44.827586206896555
4848,Jhin,KogMaw,180,91,50.55555555555556
4849,Lulu,Rumble,171,91,53.216374269005854
4850,Lulu,Singed,163,91,55.828220858895705
4851,Trundle,Zed,175,91,52.0
4852,Nunu,Yasuo,165,91,55.15151515151515
4853,Thresh,Vi,196,91,46.42857142857143
4854,Irelia,Soraka,221,91,41.17647058823529
4855,Pyke,Galio,190,91,47.89473684210526
4856,Cassiopeia,Camille,175,91,52.0
4857,Veigar,Jayce,169,91,53.84615384615385
4858,Karthus,Jax,182,91,50.0
4859,Aatrox,Draven,152,91,59.86842105263158
4860,Talon,TahmKench,178,91,51.12359550561798
4861,Caitlyn,Garen,172,91,52.90697674418605
4862,Sona,Xayah,172,91,52.90697674418605
4863,Kayn,Sett,171,91,53.216374269005854
4864,Viego,Corki,171,91,53.216374269005854
4865,Singed,Jayce,170,91,53.529411764705884
4866,Shaco,Yasuo,176,91,51.70454545454546
4867,Graves,Ahri,177,91,51.41242937853108
4868,Orianna,Ezreal,203,91,44.827586206896555
4869,Yone,Ahri,188,91,48.40425531914894
4870,Xayah,Khazix,192,91,47.39583333333333
4871,RekSai,Zed,159,91,57.23270440251572
4872,Orianna,Viego,166,91,54.81927710843374
4873,Nidalee,Jax,201,91,45.27363184079602
4874,Leblanc,Xerath,162,91,56.17283950617284
4875,Tryndamere,Jayce,188,91,48.40425531914894
4876,Sett,Akali,178,91,51.12359550561798
4877,Elise,Jinx,164,91,55.487804878048784
4878,Jax,Karthus,182,91,50.0
4879,Kassadin,Leona,198,91,45.95959595959596
4880,RekSai,Yone,175,91,52.0
4881,Camille,Evelynn,185,91,49.18918918918919
4882,Khazix,Hecarim,172,91,52.90697674418605
4883,Kassadin,Vex,162,91,56.17283950617284
4884,Talon,Diana,178,91,51.12359550561798
4885,Renekton,Zed,175,91,52.0
4886,Leblanc,Renekton,165,91,55.15151515151515
4887,Jinx,FiddleSticks,189,91,48.148148148148145
4888,Lucian,Vi,214,91,42.523364485981304
4889,Vex,Karthus,194,91,46.90721649484536
4890,Tristana,MissFortune,176,91,51.70454545454546
4891,Senna,Vex,167,91,54.49101796407185
4892,Tryndamere,Qiyana,171,91,53.216374269005854
4893,Vex,Sona,184,91,49.45652173913043
4894,Singed,Irelia,159,91,57.23270440251572
4895,Zoe,Vex,178,91,51.12359550561798
4896,Syndra,Draven,175,91,52.0
4897,Nami,Rengar,186,91,48.924731182795696
4898,Morgana,Irelia,188,91,48.40425531914894
4899,Akshan,Jax,212,91,42.924528301886795
